arm,boundary_conditional_mae,boundary_conditional_rmse,boundary_false_count,boundary_found_rate,boundary_missed_count,boundary_predicted_found,boundary_reference_found,complementarity_max,delta_rmse,equation_max,fb_max,mae,max_abs_error,max_normalized_complementarity,max_normalized_equation_violation,max_normalized_lcp_residual,max_normalized_obstacle_violation,network_spec,obstacle_max,reference_source,regime_id,region,relative_l2,rmse,sample_count,scaled_gamma_rmse,seed,split,variant,vi_p95
D,nan,nan,0,0.008264462809917356,120,0,120,0.0001198850659859413,0.0031237131564932955,0.001108563646201828,0.0012906450966746474,0.00046912825324259787,0.0016930661557792437,9.741868155325665e-07,1.3428146375755838e-05,0.0014156760010022487,0.0014156760010022487,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",0.002049029973058447,DIRK_policy_sinh_M480_N960,call_T025_s060_r010_q010,continuation_region,0.002432663215006145,0.0006507729773478502,3886,0.022465746635017922,101,stress_holdout,etc_fb_mixture,0.001163332238695073
D,nan,nan,0,0.008264462809917356,120,0,120,0.0001198850659859413,0.0031237131564932955,0.001108563646201828,0.0012906450966746474,0.0005294028759012723,0.002007055902492283,9.741868155325665e-07,1.3428146375755838e-05,0.0014156760010022487,0.0014156760010022487,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",0.002049029973058447,DIRK_policy_sinh_M480_N960,call_T025_s060_r010_q010,boundary_near,0.001277005361991527,0.0007356480969796502,470,0.022465746635017922,101,stress_holdout,etc_fb_mixture,0.001163332238695073
D,nan,nan,0,0.008264462809917356,120,0,120,0.0001198850659859413,0.0031237131564932955,0.001108563646201828,0.0012906450966746474,0.0003154427281248187,0.0005881438686939078,9.741868155325665e-07,1.3428146375755838e-05,0.0014156760010022487,0.0014156760010022487,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",0.002049029973058447,DIRK_policy_sinh_M480_N960,call_T025_s060_r010_q010,payoff_kink_near,0.00392162533185107,0.00034908638440560595,605,0.022465746635017922,101,stress_holdout,etc_fb_mixture,0.001163332238695073
D,nan,nan,0,0.008264462809917356,120,0,120,0.0001198850659859413,0.0031237131564932955,0.001108563646201828,0.0012906450966746474,0.0,0.0,9.741868155325665e-07,1.3428146375755838e-05,0.0014156760010022487,0.0014156760010022487,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",0.002049029973058447,DIRK_policy_sinh_M480_N960,call_T025_s060_r010_q010,maturity_row,0.0,0.0,43,0.022465746635017922,101,stress_holdout,etc_fb_mixture,0.001163332238695073
D,nan,nan,0,0.008264462809917356,120,0,120,0.0001198850659859413,0.0031237131564932955,0.001108563646201828,0.0012906450966746474,0.0004741803612349128,0.002049029973058447,9.741868155325665e-07,1.3428146375755838e-05,0.0014156760010022487,0.0014156760010022487,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",0.002049029973058447,DIRK_policy_sinh_M480_N960,call_T025_s060_r010_q010,strict_interior,0.001966751267149375,0.0006936133376445946,4092,0.022465746635017922,101,stress_holdout,etc_fb_mixture,0.001163332238695073
D,2.1431150119545634,2.14321424217144,0,0.05785123966942149,114,6,120,0.00016582599012326417,0.0032316880217592163,0.0032630440154871945,0.0011694896400794856,0.0005947756431511585,0.0033182735756234205,1.5178915067263482e-07,1.883522882866116e-05,0.0011184996891322606,0.0011184996891322606,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",0.0033182735756234205,DIRK_policy_sinh_M480_N960,call_T050_s060_r001_q010,all,0.002525056228614261,0.0009179871860871383,5203,0.030913733671814565,101,stress_holdout,etc_fb_mixture,0.0023111859349975216
D,2.1431150119545634,2.14321424217144,0,0.05785123966942149,114,6,120,0.00016582599012326417,0.0032316880217592163,0.0032630440154871945,0.0011694896400794856,0.001313312502340911,0.0033182735756234205,1.5178915067263482e-07,1.883522882866116e-05,0.0011184996891322606,0.0011184996891322606,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",0.0033182735756234205,DIRK_policy_sinh_M480_N960,call_T050_s060_r001_q010,exercise_region,0.0027980491161974535,0.001645679524209918,1148,0.030913733671814565,101,stress_holdout,etc_fb_mixture,0.0023111859349975216
D,2.1431150119545634,2.14321424217144,0,0.05785123966942149,114,6,120,0.00016582599012326417,0.0032316880217592163,0.0032630440154871945,0.0011694896400794856,0.0003913526309810387,0.002642315531847683,1.5178915067263482e-07,1.883522882866116e-05,0.0011184996891322606,0.0011184996891322606,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",0.0033182735756234205,DIRK_policy_sinh_M480_N960,call_T050_s060_r001_q010,continuation_region,0.0020951820769331184,0.0005608446216829971,4055,0.030913733671814565,101,stress_holdout,etc_fb_mixture,0.0023111859349975216
D,2.1431150119545634,2.14321424217144,0,0.05785123966942149,114,6,120,0.00016582599012326417,0.0032316880217592163,0.0032630440154871945,0.0011694896400794856,0.0012882950651974766,0.0032842226625280913,1.5178915067263482e-07,1.883522882866116e-05,0.0011184996891322606,0.0011184996891322606,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",0.0033182735756234205,DIRK_policy_sinh_M480_N960,call_T050_s060_r001_q010,boundary_near,0.002735272496223552,0.0015817923855534998,472,0.030913733671814565,101,stress_holdout,etc_fb_mixture,0.0023111859349975216
D,2.1431150119545634,2.14321424217144,0,0.05785123966942149,114,6,120,0.00016582599012326417,0.0032316880217592163,0.0032630440154871945,0.0011694896400794856,0.00034011145478829365,0.0006632372783797469,1.5178915067263482e-07,1.883522882866116e-05,0.0011184996891322606,0.0011184996891322606,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",0.0033182735756234205,DIRK_policy_sinh_M480_N960,call_T050_s060_r001_q010,payoff_kink_near,0.0032926121565683693,0.00036800714497697016,605,0.030913733671814565,101,stress_holdout,etc_fb_mixture,0.0023111859349975216
