method_name,sample_id,regime_id,split,option_type,T,sigma,r,q,tau,tau_fraction,reference_found,reference_boundary,reference_in_sample_window,predicted_found,predicted_boundary,absolute_error,no_boundary_reason,is_no_dividend_call_control,downstream_use_status
premium_implied_boundary,107,call_T050_s040_r005_q006,validation,call,0.5,0.4,0.05,0.06,0.4458333333333333,0.8916666666666666,True,1.6331245370305263,True,False,nan,nan,all_continuation_like,False,stage4_boundary_diagnostic_only
premium_implied_boundary,108,call_T050_s040_r005_q010,validation,call,0.5,0.4,0.05,0.1,0.375,0.75,True,1.4332738724282352,True,False,nan,nan,all_continuation_like,False,stage4_boundary_diagnostic_only
premium_implied_boundary,109,call_T050_s040_r010_q003,train,call,0.5,0.4,0.1,0.03,0.4083333333333333,0.8166666666666667,True,3.886796066677636,False,False,nan,nan,all_continuation_like,False,stage4_boundary_diagnostic_only
premium_implied_boundary,110,call_T050_s040_r010_q010,train,call,0.5,0.4,0.1,0.1,0.4083333333333333,0.8166666666666667,True,1.5990336351829113,True,False,nan,nan,all_continuation_like,False,stage4_boundary_diagnostic_only
premium_implied_boundary,111,call_T050_s060_r001_q006,train,call,0.5,0.6,0.01,0.06,0.43333333333333335,0.8666666666666667,True,1.9329781990187986,False,False,nan,nan,all_continuation_like,False,stage4_boundary_diagnostic_only
premium_implied_boundary,112,call_T050_s060_r005_q000,test,call,0.5,0.6,0.05,0.0,0.15416666666666667,0.30833333333333335,False,nan,False,False,nan,nan,all_continuation_like,True,stage4_boundary_diagnostic_only
premium_implied_boundary,113,call_T050_s060_r005_q010,stress_holdout,call,0.5,0.6,0.05,0.1,0.2791666666666667,0.5583333333333333,True,1.6998578864806935,True,False,nan,nan,all_continuation_like,False,stage4_boundary_diagnostic_only
premium_implied_boundary,114,call_T050_s060_r005_q010,stress_holdout,call,0.5,0.6,0.05,0.1,0.4375,0.875,True,1.8661422856762686,False,False,nan,nan,all_continuation_like,False,stage4_boundary_diagnostic_only
premium_implied_boundary,115,call_T050_s060_r010_q000,test,call,0.5,0.6,0.1,0.0,0.12916666666666665,0.2583333333333333,False,nan,False,False,nan,nan,all_continuation_like,True,stage4_boundary_diagnostic_only
premium_implied_boundary,116,call_T050_s060_r010_q010,stress_holdout,call,0.5,0.6,0.1,0.1,0.25,0.5,True,1.799741556714767,True,False,nan,nan,all_continuation_like,False,stage4_boundary_diagnostic_only
premium_implied_boundary,117,call_T100_s020_r001_q000,test,call,1.0,0.2,0.01,0.0,0.19166666666666665,0.19166666666666665,False,nan,False,False,nan,nan,all_continuation_like,True,stage4_boundary_diagnostic_only
premium_implied_boundary,118,call_T100_s020_r001_q006,train,call,1.0,0.2,0.01,0.06,0.9416666666666667,0.9416666666666667,True,1.233290585964294,True,False,nan,nan,all_continuation_like,False,stage4_boundary_diagnostic_only
premium_implied_boundary,119,call_T100_s020_r001_q010,train,call,1.0,0.2,0.01,0.1,0.03333333333333333,0.03333333333333333,True,1.0666421520441605,True,False,nan,nan,all_continuation_like,False,stage4_boundary_diagnostic_only
premium_implied_boundary,120,call_T100_s020_r005_q000,test,call,1.0,0.2,0.05,0.0,0.0,0.0,False,nan,False,False,nan,nan,maturity_row_ambiguous,True,stage4_boundary_diagnostic_only
premium_implied_boundary,121,call_T100_s020_r005_q006,train,call,1.0,0.2,0.05,0.06,0.31666666666666665,0.31666666666666665,True,1.2332302032403688,True,False,nan,nan,all_continuation_like,False,stage4_boundary_diagnostic_only
premium_implied_boundary,122,call_T100_s020_r005_q006,train,call,1.0,0.2,0.05,0.06,0.5916666666666667,0.5916666666666667,True,1.2997701241901571,True,False,nan,nan,all_continuation_like,False,stage4_boundary_diagnostic_only
premium_implied_boundary,123,call_T100_s020_r005_q010,train,call,1.0,0.2,0.05,0.1,0.5083333333333333,0.5083333333333333,True,1.1993487830593739,True,False,nan,nan,all_continuation_like,False,stage4_boundary_diagnostic_only
