method_name,regime_id,split,option_type,T,sigma,r,q,row_count,reference_found_count,predicted_found_count,comparable_error_count,reference_outside_sample_window_count,boundary_mae,boundary_rmse,boundary_max_abs_error,boundary_found_agreement_rate,missed_boundary_rate,false_boundary_rate,no_dividend_call_false_boundary_rate,downstream_use_status
premium_implied_boundary,call_T025_s060_r001_q010,stress_holdout,call,0.25,0.6,0.01,0.1,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T025_s060_r005_q000,test,call,0.25,0.6,0.05,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T025_s060_r005_q003,train,call,0.25,0.6,0.05,0.03,121,120,0,0,95,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T025_s060_r005_q006,train,call,0.25,0.6,0.05,0.06,121,120,0,0,14,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T025_s060_r005_q010,stress_holdout,call,0.25,0.6,0.05,0.1,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T025_s060_r010_q000,test,call,0.25,0.6,0.1,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T025_s060_r010_q003,train,call,0.25,0.6,0.1,0.03,121,111,0,0,111,nan,nan,nan,0.08264462809917356,nan,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T025_s060_r010_q006,train,call,0.25,0.6,0.1,0.06,121,120,0,0,96,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T025_s060_r010_q010,stress_holdout,call,0.25,0.6,0.1,0.1,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s020_r001_q000,test,call,0.5,0.2,0.01,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s020_r001_q003,train,call,0.5,0.2,0.01,0.03,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s020_r001_q006,train,call,0.5,0.2,0.01,0.06,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s020_r001_q010,train,call,0.5,0.2,0.01,0.1,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s020_r005_q000,test,call,0.5,0.2,0.05,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s020_r005_q003,validation,call,0.5,0.2,0.05,0.03,121,120,0,0,5,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s020_r005_q006,validation,call,0.5,0.2,0.05,0.06,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s020_r005_q010,validation,call,0.5,0.2,0.05,0.1,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s020_r010_q000,test,call,0.5,0.2,0.1,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s020_r010_q003,train,call,0.5,0.2,0.1,0.03,121,120,0,0,120,nan,nan,nan,0.008264462809917356,nan,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s020_r010_q006,train,call,0.5,0.2,0.1,0.06,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s020_r010_q010,train,call,0.5,0.2,0.1,0.1,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s040_r001_q000,test,call,0.5,0.4,0.01,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s040_r001_q003,train,call,0.5,0.4,0.01,0.03,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s040_r001_q006,train,call,0.5,0.4,0.01,0.06,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s040_r001_q010,train,call,0.5,0.4,0.01,0.1,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s040_r005_q000,test,call,0.5,0.4,0.05,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s040_r005_q003,validation,call,0.5,0.4,0.05,0.03,121,120,0,0,92,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s040_r005_q006,validation,call,0.5,0.4,0.05,0.06,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s040_r005_q010,validation,call,0.5,0.4,0.05,0.1,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s040_r010_q000,test,call,0.5,0.4,0.1,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s040_r010_q003,train,call,0.5,0.4,0.1,0.03,121,120,0,0,120,nan,nan,nan,0.008264462809917356,nan,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s040_r010_q006,train,call,0.5,0.4,0.1,0.06,121,120,0,0,92,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s040_r010_q010,train,call,0.5,0.4,0.1,0.1,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s060_r001_q000,test,call,0.5,0.6,0.01,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s060_r001_q003,train,call,0.5,0.6,0.01,0.03,121,120,0,0,71,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s060_r001_q006,train,call,0.5,0.6,0.01,0.06,121,120,0,0,43,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s060_r001_q010,stress_holdout,call,0.5,0.6,0.01,0.1,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s060_r005_q000,test,call,0.5,0.6,0.05,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s060_r005_q003,validation,call,0.5,0.6,0.05,0.03,121,120,0,0,108,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s060_r005_q006,validation,call,0.5,0.6,0.05,0.06,121,120,0,0,67,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s060_r005_q010,stress_holdout,call,0.5,0.6,0.05,0.1,121,120,0,0,28,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s060_r010_q000,test,call,0.5,0.6,0.1,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s060_r010_q003,train,call,0.5,0.6,0.1,0.03,121,55,0,0,55,nan,nan,nan,0.5454545454545454,nan,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s060_r010_q006,train,call,0.5,0.6,0.1,0.06,121,120,0,0,108,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T050_s060_r010_q010,stress_holdout,call,0.5,0.6,0.1,0.1,121,120,0,0,59,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s020_r001_q000,test,call,1.0,0.2,0.01,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s020_r001_q003,train,call,1.0,0.2,0.01,0.03,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s020_r001_q006,train,call,1.0,0.2,0.01,0.06,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s020_r001_q010,train,call,1.0,0.2,0.01,0.1,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s020_r005_q000,test,call,1.0,0.2,0.05,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s020_r005_q003,train,call,1.0,0.2,0.05,0.03,121,120,0,0,63,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s020_r005_q006,train,call,1.0,0.2,0.05,0.06,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s020_r005_q010,train,call,1.0,0.2,0.05,0.1,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s020_r010_q000,test,call,1.0,0.2,0.1,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s020_r010_q003,train,call,1.0,0.2,0.1,0.03,121,120,0,0,120,nan,nan,nan,0.008264462809917356,nan,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s020_r010_q006,train,call,1.0,0.2,0.1,0.06,121,120,0,0,58,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s020_r010_q010,train,call,1.0,0.2,0.1,0.1,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s040_r001_q000,test,call,1.0,0.4,0.01,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s040_r001_q003,train,call,1.0,0.4,0.01,0.03,121,120,0,0,34,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s040_r001_q006,train,call,1.0,0.4,0.01,0.06,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s040_r001_q010,train,call,1.0,0.4,0.01,0.1,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s040_r005_q000,test,call,1.0,0.4,0.05,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s040_r005_q003,train,call,1.0,0.4,0.05,0.03,121,120,0,0,106,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s040_r005_q006,train,call,1.0,0.4,0.05,0.06,121,120,0,0,22,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s040_r005_q010,train,call,1.0,0.4,0.05,0.1,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s040_r010_q000,test,call,1.0,0.4,0.1,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s040_r010_q003,train,call,1.0,0.4,0.1,0.03,121,67,0,0,67,nan,nan,nan,0.4462809917355372,nan,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s040_r010_q006,train,call,1.0,0.4,0.1,0.06,121,120,0,0,106,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s040_r010_q010,train,call,1.0,0.4,0.1,0.1,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s060_r001_q000,test,call,1.0,0.6,0.01,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s060_r001_q003,train,call,1.0,0.6,0.01,0.03,121,120,0,0,96,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s060_r001_q006,train,call,1.0,0.6,0.01,0.06,121,120,0,0,82,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s060_r001_q010,stress_holdout,call,1.0,0.6,0.01,0.1,121,120,0,0,58,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s060_r005_q000,test,call,1.0,0.6,0.05,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s060_r005_q003,train,call,1.0,0.6,0.05,0.03,121,120,0,0,114,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s060_r005_q006,train,call,1.0,0.6,0.05,0.06,121,120,0,0,93,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s060_r005_q010,stress_holdout,call,1.0,0.6,0.05,0.1,121,120,0,0,74,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s060_r010_q000,test,call,1.0,0.6,0.1,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s060_r010_q003,train,call,1.0,0.6,0.1,0.03,121,28,0,0,28,nan,nan,nan,0.768595041322314,nan,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s060_r010_q006,train,call,1.0,0.6,0.1,0.06,121,120,0,0,114,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T100_s060_r010_q010,stress_holdout,call,1.0,0.6,0.1,0.1,121,120,0,0,90,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s020_r001_q000,test,call,2.0,0.2,0.01,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s020_r001_q003,train,call,2.0,0.2,0.01,0.03,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s020_r001_q006,train,call,2.0,0.2,0.01,0.06,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s020_r001_q010,train,call,2.0,0.2,0.01,0.1,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s020_r005_q000,test,call,2.0,0.2,0.05,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s020_r005_q003,train,call,2.0,0.2,0.05,0.03,121,120,0,0,91,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s020_r005_q006,train,call,2.0,0.2,0.05,0.06,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s020_r005_q010,train,call,2.0,0.2,0.05,0.1,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s020_r010_q000,test,call,2.0,0.2,0.1,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s020_r010_q003,train,call,2.0,0.2,0.1,0.03,121,120,0,0,120,nan,nan,nan,0.008264462809917356,nan,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s020_r010_q006,train,call,2.0,0.2,0.1,0.06,121,120,0,0,89,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s020_r010_q010,train,call,2.0,0.2,0.1,0.1,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s040_r001_q000,test,call,2.0,0.4,0.01,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s040_r001_q003,train,call,2.0,0.4,0.01,0.03,121,120,0,0,77,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s040_r001_q006,train,call,2.0,0.4,0.01,0.06,121,120,0,0,23,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s040_r001_q010,train,call,2.0,0.4,0.01,0.1,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s040_r005_q000,test,call,2.0,0.4,0.05,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s040_r005_q003,train,call,2.0,0.4,0.05,0.03,121,120,0,0,113,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s040_r005_q006,train,call,2.0,0.4,0.05,0.06,121,120,0,0,71,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s040_r005_q010,train,call,2.0,0.4,0.05,0.1,121,120,0,0,0,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s040_r010_q000,test,call,2.0,0.4,0.1,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s040_r010_q003,test,call,2.0,0.4,0.1,0.03,121,33,0,0,33,nan,nan,nan,0.7272727272727273,nan,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s040_r010_q006,test,call,2.0,0.4,0.1,0.06,121,120,0,0,113,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s040_r010_q010,test,call,2.0,0.4,0.1,0.1,121,120,0,0,58,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s060_r001_q000,test,call,2.0,0.6,0.01,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s060_r001_q003,train,call,2.0,0.6,0.01,0.03,121,120,0,0,108,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s060_r001_q006,train,call,2.0,0.6,0.01,0.06,121,120,0,0,101,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s060_r001_q010,stress_holdout,call,2.0,0.6,0.01,0.1,121,120,0,0,89,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s060_r005_q000,test,call,2.0,0.6,0.05,0.0,121,0,0,0,0,nan,nan,nan,1.0,nan,0.0,0.0,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s060_r005_q003,train,call,2.0,0.6,0.05,0.03,121,87,0,0,84,nan,nan,nan,0.2809917355371901,1.0,0.0,nan,stage4_boundary_diagnostic_only
premium_implied_boundary,call_T200_s060_r005_q006,train,call,2.0,0.6,0.05,0.06,121,120,0,0,107,nan,nan,nan,0.008264462809917356,1.0,0.0,nan,stage4_boundary_diagnostic_only
