regime_id,split,option_type,q,early_exercise_risk,arm,repeat,measured_total_seconds,internal_total_seconds,solver_setup_seconds,initialization_seconds,lcp_finish_seconds,marcher_other_seconds,obstacle_transform_seconds,projected_sweep_seconds,inverse_transform_seconds,residual_audit_seconds,total_sweeps_or_iterations,converged,max_normalized_lcp_residual
call_T025_s020_r001_q000,test,call,0.0,False,policy_iteration,3,0.014192042,0.0141216249903664,0.0,7.833319250494242e-05,0.011814881931059062,0.0022284098668023944,0.0,0.0,0.0,0.0,120,True,3.4571738862222505e-16
call_T025_s020_r001_q000,test,call,0.0,False,psor,3,0.120992583,0.1209262500051409,0.0,8.011737372726202e-05,0.11847349419258535,0.0023726384388282895,0.0,0.0,0.0,0.0,1680,True,5.041747231175161e-13
call_T025_s020_r001_q000,test,call,0.0,False,policy_iteration,4,0.013698416000000001,0.013639125041663647,0.0,7.624749559909105e-05,0.011351418099366128,0.002211459446698427,0.0,0.0,0.0,0.0,120,True,3.4571738862222505e-16
call_T025_s020_r001_q000,test,call,0.0,False,projected_lu_single,4,0.009366250000000001,0.009313958929851651,9.529199451208115e-05,0.0,0.006885961280204356,0.0023327056551352143,0.0003895494155585766,0.004636956611648202,3.1837145797908306e-05,0.001771091716364026,120,True,3.4569559877883147e-16
call_T025_s020_r001_q000,test,call,0.0,False,psor,4,0.12043387500000001,0.12035762495361269,0.0,7.854111026972532e-05,0.11804900108836591,0.0022300827549770474,0.0,0.0,0.0,0.0,1680,True,5.041747231175161e-13
call_T025_s020_r001_q000,test,call,0.0,False,psor,5,0.12080241600000001,0.12072891695424914,0.0,7.708126213401556e-05,0.11838929634541273,0.002262539346702397,0.0,0.0,0.0,0.0,1680,True,5.041747231175161e-13
call_T025_s020_r001_q000,test,call,0.0,False,policy_iteration,5,0.013449667,0.013393417000770569,0.0,7.591350004076958e-05,0.011129164136946201,0.002188339363783598,0.0,0.0,0.0,0.0,120,True,3.4571738862222505e-16
call_T025_s020_r001_q000,test,call,0.0,False,projected_lu_single,5,0.009125458000000001,0.00908329093363136,9.26250359043479e-05,0.0,0.00674895488191396,0.0022417110158130527,0.00038130488246679306,0.004558586631901562,2.9792776331305504e-05,0.00172505306545645,120,True,3.4569559877883147e-16
call_T025_s020_r001_q000,test,call,0.0,False,policy_iteration,6,0.013335458000000001,0.013281124993227422,0.0,7.29594612494111e-05,0.01108332653529942,0.0021248389966785908,0.0,0.0,0.0,0.0,120,True,3.4571738862222505e-16
call_T025_s020_r001_q000,test,call,0.0,False,projected_lu_single,6,0.009087042,0.00904187501873821,8.87908972799778e-05,0.0,0.006719036609865725,0.0022340475115925074,0.0003865874605253339,0.004533209023065865,2.986995968967676e-05,0.0017150543862953782,120,True,3.4569559877883147e-16
call_T025_s020_r001_q000,test,call,0.0,False,psor,6,0.12154070800000001,0.12146724993363023,0.0,7.816508878022432e-05,0.11917951155919582,0.002209573285654187,0.0,0.0,0.0,0.0,1680,True,5.041747231175161e-13
call_T025_s020_r001_q000,test,call,0.0,False,projected_lu_single,7,0.009144208000000001,0.009092582971788943,8.845899719744921e-05,0.0,0.006763378856703639,0.0022407451178878546,0.00038212828803807497,0.004583552130497992,2.9914546757936478e-05,0.001714964397251606,120,True,3.4569559877883147e-16
call_T025_s020_r001_q000,test,call,0.0,False,policy_iteration,7,0.013345416,0.013300374965183437,0.0,7.492001168429852e-05,0.011117371963337064,0.0021080829901620746,0.0,0.0,0.0,0.0,120,True,3.4571738862222505e-16
call_T025_s020_r001_q000,test,call,0.0,False,psor,7,0.1193675,0.11930450005456805,0.0,7.542013190686703e-05,0.11705533042550087,0.0021737494971603155,0.0,0.0,0.0,0.0,1680,True,5.041747231175161e-13
call_T025_s020_r001_q000,test,call,0.0,False,psor,8,0.119669542,0.11960587499197572,0.0,7.462664507329464e-05,0.11736433336045593,0.0021669149864465,0.0,0.0,0.0,0.0,1680,True,5.041747231175161e-13
call_T025_s020_r001_q000,test,call,0.0,False,policy_iteration,8,0.013836041,0.013784792041406035,0.0,7.653911598026752e-05,0.011484667309559882,0.002223585615865886,0.0,0.0,0.0,0.0,120,True,3.4571738862222505e-16
call_T025_s020_r001_q000,test,call,0.0,False,projected_lu_single,8,0.009380000000000001,0.009324999991804361,9.658304043114185e-05,0.0,0.006940870545804501,0.002287546405568719,0.00039054383523762226,0.0046940058236941695,2.908497117459774e-05,0.0017726372461766005,120,True,3.4569559877883147e-16
call_T025_s020_r001_q000,test,call,0.0,False,policy_iteration,9,0.013454959,0.013400541967712343,0.0,7.620640099048615e-05,0.011176873231306672,0.0021474623354151845,0.0,0.0,0.0,0.0,120,True,3.4571738862222505e-16
call_T025_s020_r001_q000,test,call,0.0,False,psor,9,0.121118792,0.12104662496130913,0.0,7.870502304285765e-05,0.11873574298806489,0.002232176950201392,0.0,0.0,0.0,0.0,1680,True,5.041747231175161e-13
