arm,sample_count,median_seconds,p95_seconds,p99_seconds,median_solver_setup_seconds,median_lcp_finish_seconds,all_converged
psor,2010,0.24361512500000002,1.41542506005,1.4725410287500003,0.0,0.2408372915815562,True
policy_iteration,2010,0.013814270500000001,0.0161275837,0.01801332019,0.0,0.011465019837487489,True
projected_lu_single,2010,0.0093837915,0.009982214100000001,0.010970839280000005,9.637500625103712e-05,0.006919836741872132,True
