regime_id,option_type,q,M,N,query_nodes,full_price_nodes,converged,runtime_seconds,price_max_error,price_rmse,delta_max_error,delta_rmse,gamma_max_error,gamma_rmse,full_price_max_error,full_price_rmse,price_empirical_order,delta_empirical_order,gamma_empirical_order,boundary_found,reference_boundary_found,boundary_abs_error,max_obstacle_violation,max_normalized_obstacle_violation,max_normalized_equation_violation,max_normalized_complementarity,max_normalized_lcp_residual,maximum_stage_iterations,total_penalty_iterations
put_T100_s020_r005_q003,put,0.03,120,240,36,481,True,0.048951833974570036,7.233996122041342e-05,4.329262124379624e-05,0.0008363369027144518,0.0003454599055288597,0.021365779390781103,0.006541623907663057,7.285523322456133e-05,1.5763440592926365e-05,nan,nan,nan,True,True,0.009462757509330899,4.1087244717630256e-11,4.1087244717630256e-11,5.551115123125783e-17,1.6881663309572212e-14,4.1087244717630256e-11,2,497
put_T100_s020_r005_q003,put,0.03,240,480,36,481,True,0.1596557500306517,1.4017847541784867e-05,1.0229486578831116e-05,0.00011445356246253535,8.0842338536464e-05,0.004501367317213845,0.0011257243428331911,2.429749003277082e-05,4.134253232876245e-06,nan,nan,nan,True,True,6.315929024613975e-05,2.068845095237748e-11,2.068845095237748e-11,8.326672684688674e-17,4.2801048589828374e-15,2.068845095237748e-11,2,1002
put_T100_s020_r005_q003,put,0.03,480,960,36,481,True,0.597285500029102,5.471925973249414e-06,3.185152815223201e-06,2.1102238584203015e-05,1.1143444924490327e-05,0.0006329171728758354,0.00015141165585634583,5.667320067959114e-06,1.183702232066582e-06,2.54351153414596,3.2362866843518883,2.699549182229822,True,True,0.00011793222416422999,1.0380474257942751e-11,1.0380474257942751e-11,1.1102230246251565e-16,1.0775359618487366e-15,1.0380474257942751e-11,2,2004
