regime_id,option_type,q,M,N,query_nodes,full_price_nodes,converged,runtime_seconds,price_max_error,price_rmse,delta_max_error,delta_rmse,gamma_max_error,gamma_rmse,full_price_max_error,full_price_rmse,price_empirical_order,delta_empirical_order,gamma_empirical_order,boundary_found,reference_boundary_found,boundary_abs_error,max_obstacle_violation,max_normalized_obstacle_violation,max_normalized_equation_violation,max_normalized_complementarity,max_normalized_lcp_residual,maximum_stage_iterations,total_penalty_iterations
put_T025_s020_r001_q000,put,0.0,240,480,32,481,True,0.16379387490451336,3.37713149652398e-05,2.3930969988042344e-05,0.0005065609537394655,0.0003949983649206447,0.004348159229498716,0.0023338473217261457,3.7025060972049884e-05,6.789406314608862e-06,nan,nan,nan,True,True,7.915063383268084e-05,1.0407230632836217e-12,1.0407230632836217e-12,5.551115123125783e-17,1.0829572672269126e-17,1.0407230632836217e-12,2,991
put_T025_s020_r001_q000,put,0.0,480,960,32,481,True,0.60484958300367,1.1260249726856297e-05,6.3590202439671374e-06,0.00014484269964487595,8.712785748052213e-05,0.001270950929931125,0.0006268939694160728,1.0914555765212386e-05,1.8894899524175468e-06,2.1395549825470606,2.508504889389188,2.3445002494623184,True,True,0.00023190085021540519,5.209166431541234e-13,5.209166431541234e-13,8.326672684688674e-17,2.7116944392079423e-18,5.209166431541234e-13,2,1986
call_T025_s020_r001_q000,call,0.0,120,240,36,481,True,0.04778162483125925,0.00016781442322403792,0.00010128796806141253,0.0027660985015370426,0.001680747683392628,0.02122510284220036,0.009824337677383223,0.00017930672255441274,3.4091977447522656e-05,nan,nan,nan,False,False,0.0,0.0,0.0,3.3598624609149225e-16,2.2468147946746093e-19,3.3598624609149225e-16,1,478
call_T025_s020_r001_q000,call,0.0,240,480,36,481,True,0.17133437492884696,3.738694432510459e-05,2.6353995179423156e-05,0.0005034974165648021,0.00039720044991380506,0.004011819113614035,0.0022443927133263494,4.223628285241615e-05,8.107560000598909e-06,nan,nan,nan,False,False,0.0,0.0,0.0,3.1586275792804265e-16,2.7921586124839786e-19,3.1586275792804265e-16,1,958
call_T025_s020_r001_q000,call,0.0,480,960,36,481,True,0.6086730419192463,1.3013388736236864e-05,7.30084738836e-06,0.00014824241485607292,8.866004630206931e-05,0.0013358753343899465,0.0006281777169850199,1.2347980773742828e-05,2.2588101929206414e-06,2.28725420795088,2.477636681005003,2.6295767606122253,False,False,0.0,0.0,0.0,3.0588797993593897e-16,2.6120583731329753e-19,3.0588797993593897e-16,1,1918
put_T200_s060_r010_q010,put,0.1,120,240,36,481,True,0.050331125035881996,2.2089682469250693e-05,1.0522421185535693e-05,0.0001676631415383767,0.00012833756318439697,0.00010210497405449548,5.252843786527168e-05,0.00020321422999791672,9.04468910424098e-05,nan,nan,nan,True,True,0.004888406962987535,1.6303614014390178e-10,1.6303614014390178e-10,6.106226635438361e-16,2.6580774822775167e-13,1.6303614014390178e-10,2,533
put_T200_s060_r010_q010,put,0.1,240,480,36,481,True,0.1653473749756813,2.611382224682046e-06,1.6072407975983558e-06,2.813273142646122e-05,2.684939137731273e-05,1.3292357155747503e-05,6.3734163354731885e-06,4.8878437663588126e-05,2.139858578190106e-05,nan,nan,nan,True,True,0.00479426622508794,8.242495574961595e-11,8.242495574961595e-11,1.1102230246251565e-15,6.793863159019695e-14,8.242495574961595e-11,2,1067
put_T200_s060_r010_q010,put,0.1,480,960,36,481,True,0.628935500048101,2.6868340758934295e-06,2.0273927718888446e-06,2.6157754401956446e-06,1.656167117063635e-06,7.552454304615708e-06,4.683864119667445e-06,2.6855924505686524e-05,4.6703241571304366e-06,3.150456441258303,2.4072352594209554,3.8006484212447704,True,True,0.0027091117084223626,4.143962950564628e-11,4.143962950564628e-11,2.220446049250313e-15,1.7172348050344413e-14,4.143962950564628e-11,2,2148
call_T200_s060_r010_q010,call,0.1,120,240,36,481,True,0.05760079203173518,2.1257897479948218e-05,9.342089913419691e-06,7.968526609170024e-05,7.304405802514171e-05,5.225844359357801e-05,4.263109889854277e-05,0.00018021674447288305,3.4575181171227665e-05,nan,nan,nan,True,True,0.044606659869308896,4.392837205102751e-10,1.6631928041318796e-10,1.60371393931547e-15,2.485060474083264e-13,1.6631928041318796e-10,2,593
call_T200_s060_r010_q010,call,0.1,240,480,36,481,True,0.20483279204927385,4.8201675700298985e-06,3.8037954049468754e-06,1.726046963812511e-05,1.5165375961659011e-05,1.0051321889914533e-05,8.07801386448258e-06,5.5748075305617206e-05,1.2918795910210941e-05,nan,nan,nan,True,True,0.032576620443431015,2.3407009663856115e-10,8.324651327872717e-11,3.3881542131434274e-15,5.766679477691679e-14,8.324651327872717e-11,2,1191
call_T200_s060_r010_q010,call,0.1,480,960,36,481,True,0.7282329590525478,3.8013915279466737e-06,3.137805581024677e-06,1.4428624711682048e-06,8.485295320671028e-07,3.3374014878351232e-06,1.782526280889916e-06,1.5613827910820888e-05,3.104937410586656e-06,3.8321649666928694,2.0290083479229812,2.6920395288862773,True,True,0.00687473946220285,1.209188305040243e-10,4.164493194747142e-11,6.320090831028715e-15,1.255841582798791e-14,4.164493194747142e-11,2,2383
put_T200_s020_r001_q010,put,0.1,120,240,36,481,True,0.04707308392971754,4.11293499308768e-05,2.3062548336960765e-05,0.00021759537056598166,0.0001415944296603357,0.0004209079706632979,0.000254731242241496,9.275633071503808e-05,2.4521433264411352e-05,nan,nan,nan,True,True,0.0062512127808191376,1.334832244737072e-11,1.334832244737072e-11,2.220446049250313e-16,1.7818128578685747e-15,1.334832244737072e-11,2,481
put_T200_s020_r001_q010,put,0.1,240,480,36,481,True,0.15532274986617267,1.252486938681241e-05,7.369503991722393e-06,3.842900099115809e-05,2.938032504724871e-05,9.470994195204252e-05,6.8241996150279e-05,8.173987776260994e-05,6.917669649625964e-06,nan,nan,nan,True,True,0.0035803122219013467,7.502887200416808e-12,7.502887200416808e-12,3.3306690738754696e-16,5.629384291650668e-16,7.502887200416808e-12,2,962
put_T200_s020_r001_q010,put,0.1,480,960,36,481,True,0.5908957910723984,3.1772586671363623e-06,2.0972297941561805e-06,1.0634710547297033e-05,8.323297179762747e-06,2.5300384019710798e-05,1.1732540444445619e-05,0.00012918313829979322,8.371870876204936e-06,1.5071249266488995,2.8016456211587077,1.953272553939072,True,True,0.003594210696605815,3.958944283510846e-12,3.958944283510846e-12,3.3306690738754696e-16,1.5673324135680791e-16,3.958944283510846e-12,2,1923
call_T200_s020_r010_q010,call,0.1,120,240,36,481,True,0.05002658418379724,5.586660393359921e-05,3.5218372706207125e-05,0.00018618901256753362,8.925769059715774e-05,0.001338625665868065,0.0005234137161082847,5.6192359272448644e-05,1.501717233486782e-05,nan,nan,nan,True,True,0.007132333771205923,4.3928416459948494e-10,1.6631944855189735e-10,6.238976178187246e-17,2.73070626550261e-13,1.6631944855189735e-10,2,514
call_T200_s020_r010_q010,call,0.1,240,480,36,481,True,0.16163758398033679,1.2302412135206664e-05,9.389603016670153e-06,2.7315566307972716e-05,1.9126095254014884e-05,0.0001108337805615367,7.05563853179269e-05,1.4122822235163729e-05,3.672809948959314e-06,nan,nan,nan,True,True,0.0026258365693068164,2.34070540727771e-10,8.324667121807456e-11,1.1596153781537018e-16,6.776634247218989e-14,8.324667121807456e-11,2,1030
call_T200_s020_r010_q010,call,0.1,480,960,36,481,True,0.6085415841080248,4.824443528020361e-06,3.0076771204927017e-06,4.862330848509622e-06,2.6491542906613874e-06,3.839894534296562e-05,1.896910956331417e-05,4.861976171943727e-06,1.15719473127794e-06,2.245907980557351,2.777916984072952,3.7391121119885917,True,True,0.001999870360550826,1.209188305040243e-10,4.164493194747142e-11,2.023141789818573e-16,1.663693939730815e-14,4.164493194747142e-11,2,2067
put_T050_s060_r005_q003,put,0.03,120,240,36,481,True,0.05050441692583263,3.87596478604868e-05,2.5684370781889736e-05,0.00010506332824178344,8.305975044160269e-05,0.0002957517752728567,8.758669480988314e-05,3.95208641932876e-05,1.4165660625407969e-05,nan,nan,nan,True,True,0.00365006159931891,2.054367786996636e-11,2.054367786996636e-11,2.220446049250313e-16,4.220427231246714e-15,2.054367786996636e-11,2,525
put_T050_s060_r005_q003,put,0.03,240,480,36,481,True,0.1704622081015259,1.0101927712238834e-05,7.604595333250979e-06,2.482452816932046e-05,2.0510468586393573e-05,1.9429899364653558e-05,1.4024819356607895e-05,1.1296394908266727e-05,3.872383531699684e-06,nan,nan,nan,True,True,0.0060411328080853255,1.0344169965037509e-11,1.0344169965037509e-11,3.3306690738754696e-16,1.0700204725432953e-15,1.0344169965037509e-11,2,1056
put_T050_s060_r005_q003,put,0.03,480,960,36,481,True,0.6480853748507798,4.659209060592362e-06,3.464570573727654e-06,4.859087801512008e-06,2.932631877574181e-06,1.1951338279914125e-05,7.458996809590185e-06,4.839374729115331e-06,1.7292508936308066e-06,2.45287154440438,1.7319620841168706,4.621997261827283,True,True,0.0015352280465046886,5.190181617820144e-12,5.190181617820144e-12,3.885780586188048e-16,2.6938110931657933e-16,5.190181617820144e-12,2,2110
call_T050_s060_r005_q010,call,0.1,120,240,36,481,True,0.05287445802241564,4.126607497685619e-05,2.5224180999541758e-05,9.901554467117712e-05,7.791139033807226e-05,0.00042206595113492007,0.00013448539107367707,4.2138743617851915e-05,1.2650749842555416e-05,nan,nan,nan,True,True,0.010065194276964728,1.3061107750900192e-10,4.9451275817948735e-11,3.6801115820654394e-16,2.3788408924407553e-14,4.9451275817948735e-11,2,555
call_T050_s060_r005_q010,call,0.1,240,480,36,481,True,0.17622033413499594,9.433566465044674e-06,7.293498904393145e-06,2.3896701172865242e-05,1.9360215109211345e-05,1.8331009270067256e-05,1.1269664569635967e-05,1.1639863991295962e-05,3.318154465654221e-06,nan,nan,nan,True,True,0.001370781118657849,6.892308945793957e-11,2.4512344653024947e-11,6.396449925442232e-16,5.721742642805731e-15,2.4512344653024947e-11,2,1120
call_T050_s060_r005_q010,call,0.1,480,960,36,481,True,0.6563045831862837,4.572262114588277e-06,3.3144273936247047e-06,4.2330446065053096e-06,2.500347315039571e-06,1.0236499598637039e-05,6.587544392018093e-06,4.608207123904529e-06,1.5034927037117895e-06,2.5427403798292065,1.660789917449643,5.305473456581691,True,True,0.001092835722783514,3.5435210321566046e-11,1.2204029068382713e-11,1.3272409492186892e-15,1.3602458889832422e-15,1.2204029068382713e-11,2,2235
call_T100_s060_r001_q006,call,0.06,120,240,36,481,True,0.06144616613164544,3.111680090989166e-05,1.923875502123338e-05,7.153411384130948e-05,5.8871391060993754e-05,6.255844221192408e-05,2.0765436474371754e-05,3.3140332073841594e-05,1.1493794153313757e-05,nan,nan,nan,True,True,0.017341497636049308,1.7336532209810684e-10,6.5638661925518e-11,1.0442891675297643e-15,4.080398573072754e-14,6.5638661925518e-11,2,584
call_T100_s060_r001_q006,call,0.06,240,480,36,481,True,0.20282670808956027,8.279262316612801e-06,6.539338304156524e-06,1.4867405087826135e-05,1.3000648698229335e-05,1.1932032238926027e-05,1.0463274165435913e-05,1.538399769329679e-05,3.7326991785577937e-06,nan,nan,nan,True,True,0.01716992830847941,9.103207077032494e-11,3.237535506243498e-11,1.5833011038477727e-15,9.526995075968472e-15,3.237535506243498e-11,2,1174
call_T100_s060_r001_q006,call,0.06,480,960,36,481,True,0.7189966249279678,4.597062070649249e-06,3.697712187304671e-06,2.1351648225031994e-06,1.4988628556253346e-06,7.66878099023316e-06,5.918424191964647e-06,5.434630660161588e-06,2.0198799480442816e-06,2.579703814261593,1.9521915579827336,3.425980792078488,True,True,0.00022911377215573125,4.668709863153708e-11,1.607922469338256e-11,3.629339574142663e-15,2.1728683918388084e-15,1.607922469338256e-11,2,2331
