regime_id,option_type,q,M,N,converged,price_max_error,price_rmse,price_median_abs_error,price_p95_abs_error,price_gate,price_pass,full_price_max_error,full_price_rmse,delta_max_error,delta_rmse,delta_median_abs_error,delta_p95_abs_error,delta_gate,delta_pass,gamma_max_error,gamma_rmse,gamma_median_abs_error,gamma_p95_abs_error,gamma_gate,gamma_pass,candidate_boundary_found,reference_boundary_found,candidate_boundary_spot,reference_boundary_spot,boundary_abs_error,boundary_gate,boundary_pass,boundary_path_both_found_rows,boundary_path_max_abs_error,boundary_path_rmse,candidate_false_boundary_rows,reference_false_boundary_rows,q0_control,candidate_bsm_price_max_error,reference_bsm_price_max_error,q0_bsm_pass,max_obstacle_violation,max_normalized_obstacle_violation,max_normalized_equation_violation,max_normalized_complementarity,max_normalized_lcp_residual,vi_pass,maximum_stage_iterations,total_penalty_iterations,regime_pass
put_T100_s020_r005_q003,put,0.03,480,960,True,5.471925973249414e-06,3.185152815223201e-06,2.7055061124700575e-06,4.932272242935687e-06,1.606551350251395e-06,False,5.667320067959114e-06,1.183702232066582e-06,2.1102238584203015e-05,1.1143444924490327e-05,8.550665802256607e-06,1.888965640681195e-05,1.224340751487113e-05,False,0.0006329171728758354,0.00015141165585634583,1.6891720187484083e-05,0.0003552089845467732,0.0009549399509506395,True,True,True,0.7601683491697914,0.7600504169456271,0.00011793222416422999,0.004935313306039357,True,959,0.0055313389448456984,0.0014875423149389726,0,0,False,nan,nan,True,1.0380474257942751e-11,1.0380474257942751e-11,1.1102230246251565e-16,1.0775359618487366e-15,1.0380474257942751e-11,True,2,2004,False
