run_id,method_name,dataset_path,random_seed,train_row_cap,stage3_models_retrained,input_columns,target_name,training_rows,method_family,finite_difference_step,mask_policy,model_weights_saved,final_train_loss,final_validation_loss,review_decision,downstream_use_status
stage5_delta_diagnostic,direct_value_implied_delta,/Users/xrx/Documents/Codex/2026-surf-american-risk-surfaces/results/04_surrogate_dataset/v1_small_grid/dataset_v1_small_grid.npz,20260619,250000,True,X,value or premium model; Delta extracted by finite difference,250000,retrained Stage 3 MLP plus central log-moneyness finite difference,0.001,primary rows require delta_allowed_mask; difficult regions reported separately,no,0.00025575148789025844,0.0002741791249718517,READY_FOR_INTEGRATED_WORKFLOW_STAGE,stage5_delta_diagnostic_only
stage5_delta_diagnostic,positive_premium_implied_delta,/Users/xrx/Documents/Codex/2026-surf-american-risk-surfaces/results/04_surrogate_dataset/v1_small_grid/dataset_v1_small_grid.npz,20260619,250000,True,X plus analytic payoff reconstruction,value or premium model; Delta extracted by finite difference,250000,retrained Stage 3 MLP plus central log-moneyness finite difference,0.001,primary rows require delta_allowed_mask; difficult regions reported separately,no,4.389309036661871e-05,2.3589393094880506e-05,READY_FOR_INTEGRATED_WORKFLOW_STAGE,stage5_delta_diagnostic_only
stage5_delta_diagnostic,supervised_delta_head,/Users/xrx/Documents/Codex/2026-surf-american-risk-surfaces/results/04_surrogate_dataset/v1_small_grid/dataset_v1_small_grid.npz,20260619,250000,False,X,y_delta on train split and delta_allowed_mask rows,861030,small fixed MLP with call/put Delta bounds clipping,0.001,primary rows require delta_allowed_mask; difficult regions reported separately,no,0.0022321093670725823,0.001577046699821949,READY_FOR_INTEGRATED_WORKFLOW_STAGE,stage5_delta_diagnostic_only
