run_id,model_name,dataset_path,dataset_file_bytes,dataset_sha256_16,torch_version,sklearn_version,random_seed,train_row_cap,train_sampling_rule,selected_train_row_count,preprocessing_policy,input_columns,target_name,output_activation,loss,optimizer,learning_rate,epochs,batch_size,final_train_loss,final_validation_loss,model_weights_saved,relative_error_denominator_floor,near_zero_rate_tolerance,violation_amount_tolerance,review_decision,downstream_use_status
stage3_price_premium,direct_value_mlp,/Users/xrx/Documents/Codex/2026-surf-american-risk-surfaces/results/04_surrogate_dataset/v1_small_grid/dataset_v1_small_grid.npz,50262900,bc467831347ff73d,2.7.1,1.7.1,20260619,250000,"If train rows exceed 250000, select 250000 positions with np.random.default_rng(20260619).choice(train_indices, replace=False), then sort selected indices for deterministic batching.",250000,StandardScaler fit on train split rows only,X,value_over_K,linear,MSE,Adam,0.001,10,8192,0.00025575148789025844,0.0002741791249718517,no,0.0001,0.0001,1e-10,READY_FOR_BOUNDARY_DIAGNOSTIC_STAGE,stage3_surrogate_diagnostic_only
stage3_price_premium,positive_premium_mlp,/Users/xrx/Documents/Codex/2026-surf-american-risk-surfaces/results/04_surrogate_dataset/v1_small_grid/dataset_v1_small_grid.npz,50262900,bc467831347ff73d,2.7.1,1.7.1,20260619,250000,"If train rows exceed 250000, select 250000 positions with np.random.default_rng(20260619).choice(train_indices, replace=False), then sort selected indices for deterministic batching.",250000,StandardScaler fit on train split rows only,X plus payoff_over_K,premium_over_K,softplus,MSE,Adam,0.001,10,8192,4.389309036661871e-05,2.3589393094880506e-05,no,0.0001,0.0001,1e-10,READY_FOR_BOUNDARY_DIAGNOSTIC_STAGE,stage3_surrogate_diagnostic_only
