adam_steps_completed,arm,best_physics_monitor_score,checkpoint_path,config_hash,failure_reason,lbfgs_evaluations,network_spec,prediction_path,regime_id,seed,split,status,training_seconds,variant
40000,C,3.1038128783260217e-07,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/call_T025_s060_r005_q010/seed_101/checkpoints/C_call_T025_s060_r005_q010_seed101_best.pt,1322a4250b65dbb62c08e2f50c7c639c2d89738944e423e0d1a5843dd6f6ec38,,1753,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/call_T025_s060_r005_q010/seed_101/prediction_surface.npz,call_T025_s060_r005_q010,101,stress_holdout,COMPLETE,6418.255363968201,soft_lcp
40000,C,6.415720348834397e-07,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/call_T050_s060_r010_q010/seed_101/checkpoints/C_call_T050_s060_r010_q010_seed101_best.pt,4b9d6eb86f46a49fe13098e70771d66df3f4676770e366d9ab555f82572ebb8e,,2000,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/call_T050_s060_r010_q010/seed_101/prediction_surface.npz,call_T050_s060_r010_q010,101,stress_holdout,COMPLETE,6541.36794735305,soft_lcp
40000,C,9.917956399460995e-07,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/call_T200_s060_r001_q010/seed_101/checkpoints/C_call_T200_s060_r001_q010_seed101_best.pt,a150c1f7184c67c3ec2e219ecf502c112e887a365dd71eb05f277ac51ff02120,,2000,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/call_T200_s060_r001_q010/seed_101/prediction_surface.npz,call_T200_s060_r001_q010,101,stress_holdout,COMPLETE,6547.670391990105,soft_lcp
40000,C,1.7169005992317918e-06,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/put_T025_s060_r005_q010/seed_101/checkpoints/C_put_T025_s060_r005_q010_seed101_best.pt,8f782e49cc5027583d5e7d7bf9a1f6a11abeaff412666bac3e4ce3eaedadf599,,2000,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/put_T025_s060_r005_q010/seed_101/prediction_surface.npz,put_T025_s060_r005_q010,101,stress_holdout,COMPLETE,6501.32817558595,soft_lcp
40000,C,2.2985281328336952e-06,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/put_T050_s060_r010_q010/seed_101/checkpoints/C_put_T050_s060_r010_q010_seed101_best.pt,0e62be51f8bcc980bfefae50666947bc03fba3597dd98093db0b00d259eccae8,,1425,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/put_T050_s060_r010_q010/seed_101/prediction_surface.npz,put_T050_s060_r010_q010,101,stress_holdout,COMPLETE,6374.3620731181,soft_lcp
40000,C,1.7517559674212097e-06,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/put_T200_s060_r001_q010/seed_101/checkpoints/C_put_T200_s060_r001_q010_seed101_best.pt,1a2a86569bba424f4485a75307dc32d55b47bcaeed9d219041bdc5c992ba05d0,,2001,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/put_T200_s060_r001_q010/seed_101/prediction_surface.npz,put_T200_s060_r001_q010,101,stress_holdout,COMPLETE,6589.312655065907,soft_lcp
40000,C,4.0565625894976986e-07,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T025_s020_r005_q000/seed_101/checkpoints/C_call_T025_s020_r005_q000_seed101_best.pt,0c9d06539795eb2c644b8502ba29df9198ed59c68fed359b9f558bbff8b8f467,,2000,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T025_s020_r005_q000/seed_101/prediction_surface.npz,call_T025_s020_r005_q000,101,test,COMPLETE,6602.82360192202,soft_lcp
40000,C,3.812148421849979e-07,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T025_s040_r010_q000/seed_101/checkpoints/C_call_T025_s040_r010_q000_seed101_best.pt,1e7de18c53a6db8431c6bfc51bff4a613d1c27db96af95808715d16ae2ced7cd,,348,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T025_s040_r010_q000/seed_101/prediction_surface.npz,call_T025_s040_r010_q000,101,test,COMPLETE,6243.075850093039,soft_lcp
40000,C,3.906894158225905e-07,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T050_s020_r001_q000/seed_101/checkpoints/C_call_T050_s020_r001_q000_seed101_best.pt,8408eee66f21e02e6d8f5e3ec537683fde3dec9d1d1a3c0589103b92021a6549,,383,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T050_s020_r001_q000/seed_101/prediction_surface.npz,call_T050_s020_r001_q000,101,test,COMPLETE,6141.354386555962,soft_lcp
40000,C,3.1389468435560276e-07,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T050_s040_r005_q000/seed_101/checkpoints/C_call_T050_s040_r005_q000_seed101_best.pt,e7bd1c3128a046298ed37fb9f9986db38993395dfc1aac091429174b58707919,,615,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T050_s040_r005_q000/seed_101/prediction_surface.npz,call_T050_s040_r005_q000,101,test,COMPLETE,6194.876723998925,soft_lcp
