adam_steps_completed,arm,best_physics_monitor_score,checkpoint_path,config_hash,failure_reason,lbfgs_evaluations,network_spec,prediction_path,regime_id,seed,split,status,training_seconds,variant
40000,C,3.7095808534620743e-07,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/call_T025_s060_r001_q010/seed_101/checkpoints/C_call_T025_s060_r001_q010_seed101_best.pt,c189f2389fda2409cd92f293f1eb9cd2230ef6f2d538d86fd5f584339dda9934,,130,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/call_T025_s060_r001_q010/seed_101/prediction_surface.npz,call_T025_s060_r001_q010,101,stress_holdout,COMPLETE,2697.795291580027,soft_lcp
40000,C,4.648386310327937e-07,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/call_T050_s060_r005_q010/seed_101/checkpoints/C_call_T050_s060_r005_q010_seed101_best.pt,651001f185e3a057771c6c73d82a6a7c4a03068d4647f7124b2c189808e85b62,,53,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/call_T050_s060_r005_q010/seed_101/prediction_surface.npz,call_T050_s060_r005_q010,101,stress_holdout,COMPLETE,6118.013055838179,soft_lcp
40000,C,8.590601149404529e-07,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/call_T100_s060_r010_q010/seed_101/checkpoints/C_call_T100_s060_r010_q010_seed101_best.pt,1848a6256b75d37fe3d4636decad459e78841156cb2148be22622a253ebe038d,,2000,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/call_T100_s060_r010_q010/seed_101/prediction_surface.npz,call_T100_s060_r010_q010,101,stress_holdout,COMPLETE,6561.494315540185,soft_lcp
40000,C,1.711677214105708e-06,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/put_T025_s060_r001_q010/seed_101/checkpoints/C_put_T025_s060_r001_q010_seed101_best.pt,1d12cba8dda797477c36d14dca5d4a98406784d9c10ec9acae2046c7a51a3fed,,2000,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/put_T025_s060_r001_q010/seed_101/prediction_surface.npz,put_T025_s060_r001_q010,101,stress_holdout,COMPLETE,6538.360684120096,soft_lcp
40000,C,2.234847582952542e-06,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/put_T050_s060_r005_q010/seed_101/checkpoints/C_put_T050_s060_r005_q010_seed101_best.pt,b4ef1ce253f6dc03bff398edca1717364a871a0701baec82e419398428b594fa,,2000,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/put_T050_s060_r005_q010/seed_101/prediction_surface.npz,put_T050_s060_r005_q010,101,stress_holdout,COMPLETE,6502.307830699021,soft_lcp
40000,C,1.480249340538896e-06,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/put_T100_s060_r010_q010/seed_101/checkpoints/C_put_T100_s060_r010_q010_seed101_best.pt,e0187499eeef9001d7901c8f01bb59062f33fe0af32de8479dd7ad544ed57518,,2000,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/stress_holdout/put_T100_s060_r010_q010/seed_101/prediction_surface.npz,put_T100_s060_r010_q010,101,stress_holdout,COMPLETE,6525.833509277785,soft_lcp
40000,C,2.863638615650181e-07,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T025_s020_r001_q000/seed_101/checkpoints/C_call_T025_s020_r001_q000_seed101_best.pt,12209bdbdab8ef55ce191f76e780042a6f18a4c3095e3da43f793143b27df5d9,,191,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T025_s020_r001_q000/seed_101/prediction_surface.npz,call_T025_s020_r001_q000,101,test,COMPLETE,6115.441951649031,soft_lcp
40000,C,4.1517057043916406e-07,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T025_s040_r005_q000/seed_101/checkpoints/C_call_T025_s040_r005_q000_seed101_best.pt,ecdfcf62e26d38a183e4cbedaa1fb3531deea963445e9c0724d689d06446351c,,2001,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T025_s040_r005_q000/seed_101/prediction_surface.npz,call_T025_s040_r005_q000,101,test,COMPLETE,6509.866606179159,soft_lcp
40000,C,3.1639718811277615e-07,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T025_s060_r010_q000/seed_101/checkpoints/C_call_T025_s060_r010_q000_seed101_best.pt,49efaa90f02514c1989b37776a699b04d05b1e3e1838fdc2beb7259f308fc7a6,,106,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T025_s060_r010_q000/seed_101/prediction_surface.npz,call_T025_s060_r010_q000,101,test,COMPLETE,6113.9356861549895,soft_lcp
40000,C,3.2646535381372344e-07,/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T050_s040_r001_q000/seed_101/checkpoints/C_call_T050_s040_r001_q000_seed101_best.pt,52e4c44738a6b13d70a6f264759b1892981e0f80da554fc8c3f3bbf110056a46,,1820,"{""architecture"": ""resnet"", ""blocks"": 4, ""hidden_layers"": 6, ""layers_per_block"": 2, ""width"": 50}",/root/2026-surf-american-risk-surfaces/results/08_pinn_gap/04_heldout_pilots/arm_c_seed101/training/C/test/call_T050_s040_r001_q000/seed_101/prediction_surface.npz,call_T050_s040_r001_q000,101,test,COMPLETE,6555.8761534679215,soft_lcp
