representation,mode,singular_value,cumulative_energy
unaligned,102,0.0006160501467842699,0.9999999956880096
unaligned,103,0.0005939053786285784,0.9999999959551814
unaligned,104,0.0005840966363631988,0.9999999962136011
unaligned,105,0.0005562618327392541,0.9999999964479779
unaligned,106,0.000549384909269625,0.9999999966765954
unaligned,107,0.0005122700669820716,0.9999999968753669
unaligned,108,0.0005015449505595496,0.9999999970659024
unaligned,109,0.000485693815496582,0.9999999972445844
unaligned,110,0.0004764206524433366,0.9999999974165088
unaligned,111,0.00046991287855890234,0.9999999975837682
unaligned,112,0.0004608725679640803,0.9999999977446542
unaligned,113,0.00043808612440510776,0.9999999978900244
unaligned,114,0.0004312428620542547,0.9999999980308882
unaligned,115,0.00040780338131750875,0.9999999981568556
unaligned,116,0.00039020294293751017,0.9999999982721841
unaligned,117,0.00038338991159264245,0.9999999983835206
unaligned,118,0.00037218220861417035,0.9999999984884428
unaligned,119,0.00036001676448824577,0.999999998586618
unaligned,120,0.00033353008711948324,0.999999998670879
unaligned,121,0.00033303903457034423,0.9999999987548919
unaligned,122,0.0003163731625053085,0.9999999988307069
unaligned,123,0.0003154403099104508,0.9999999989060755
unaligned,124,0.00030723868572938467,0.9999999989775757
unaligned,125,0.0002953160190970186,0.9999999990436343
unaligned,126,0.0002876853599289339,0.9999999991063234
unaligned,127,0.00027369539945000813,0.9999999991630636
unaligned,128,0.00026803848571956137,0.9999999992174826
unaligned,129,0.00026476416663919194,0.9999999992705801
unaligned,130,0.00025690475482477323,0.999999999320572
unaligned,131,0.00024749193099384687,0.9999999993669677
unaligned,132,0.00024056321663221285,0.9999999994108021
unaligned,133,0.0002361762922515474,0.9999999994530524
unaligned,134,0.00023432770206660767,0.9999999994946437
unaligned,135,0.0002304040805094148,0.999999999534854
unaligned,136,0.00021494228300342379,0.9999999995698485
unaligned,137,0.00021051603251779632,0.9999999996034166
unaligned,138,0.00020503762808543662,0.9999999996352602
unaligned,139,0.0002007937056930394,0.9999999996657993
unaligned,140,0.00019081450453751036,0.9999999996933785
unaligned,141,0.0001877146488325279,0.9999999997200687
unaligned,142,0.00018430856703189935,0.9999999997457991
unaligned,143,0.00017488996848088486,0.999999999768967
unaligned,144,0.0001671357686721598,0.9999999997901261
