paper_case,M,N,theta,penalty_large,penalty_tolerance,candidate_converged,candidate_boundary,paper_reported_boundary_approx,candidate_vs_paper_boundary_abs_difference,policy_same_grid_boundary,candidate_vs_policy_boundary_abs_difference,candidate_vs_policy_roi_max_price_difference,candidate_max_normalized_lcp_residual,candidate_max_obstacle_violation,candidate_max_stage_iterations,candidate_runtime_seconds,policy_runtime_seconds
one_asset_american_put_4_2,200,100,0.2928932188134524,10000000.0,1e-07,True,57.82746761732411,58.0,0.17253238267588955,57.82746702636692,5.909571925144519e-07,5.356675103485031e-10,2.0142837429629643e-11,1.9900170400433126e-09,2,0.034863249864429235,0.03223454183898866
