case_name,case_family,sweep_name,stress_parameter,stress_value,option_type,K,T,r,q,sigma,Smax,M,N,target_tau_fraction,target_tau,nearest_tau,time_index,boundary_found,boundary_spot,boundary_moneyness,no_boundary_reason,min_boundary_spot,max_boundary_spot,max_continuation_premium_at_tau,mean_continuation_premium_at_tau_interpretation_region,downstream_use_status
call_heatmap_q_030_sigma_200,dividend_call,call_q_sigma_heatmap,q_sigma,0.03,call,1,1,0.05,0.03,0.2,4,120,120,1,1,1,120,True,1.89785321428,1.89785321428,,1.67301123573,1.89785321428,0.0862630086394,0.0180818146826,analytics_diagnostic_only
call_heatmap_q_030_sigma_400,dividend_call,call_q_sigma_heatmap,q_sigma,0.03,call,1,1,0.05,0.03,0.4,4,120,120,0.01,0.01,0.00833333333333,1,True,1.68851058131,1.68851058131,,1.68851058131,2.46592019789,0.0135635535181,0.000504006618235,analytics_diagnostic_only
call_heatmap_q_030_sigma_400,dividend_call,call_q_sigma_heatmap,q_sigma,0.03,call,1,1,0.05,0.03,0.4,4,120,120,0.25,0.25,0.25,30,True,1.92210953897,1.92210953897,,1.68851058131,2.46592019789,0.0810947272944,0.0152130107765,analytics_diagnostic_only
call_heatmap_q_030_sigma_400,dividend_call,call_q_sigma_heatmap,q_sigma,0.03,call,1,1,0.05,0.03,0.4,4,120,120,0.5,0.5,0.5,60,True,2.13189860799,2.13189860799,,1.68851058131,2.46592019789,0.115036604841,0.0303283251722,analytics_diagnostic_only
call_heatmap_q_030_sigma_400,dividend_call,call_q_sigma_heatmap,q_sigma,0.03,call,1,1,0.05,0.03,0.4,4,120,120,0.75,0.75,0.75,90,True,2.32237805537,2.32237805537,,1.68851058131,2.46592019789,0.140776390328,0.0448173691751,analytics_diagnostic_only
call_heatmap_q_030_sigma_400,dividend_call,call_q_sigma_heatmap,q_sigma,0.03,call,1,1,0.05,0.03,0.4,4,120,120,1,1,1,120,True,2.46592019789,2.46592019789,,1.68851058131,2.46592019789,0.162167584125,0.0584764483657,analytics_diagnostic_only
call_heatmap_q_030_sigma_600,dividend_call,call_q_sigma_heatmap,q_sigma,0.03,call,1,1,0.05,0.03,0.6,4,120,120,0.01,0.01,0.00833333333333,1,True,1.69176016193,1.69176016193,,1.69176016193,3.46548839177,0.0234703913595,0.00108640072939,analytics_diagnostic_only
call_heatmap_q_030_sigma_600,dividend_call,call_q_sigma_heatmap,q_sigma,0.03,call,1,1,0.05,0.03,0.6,4,120,120,0.25,0.25,0.25,30,True,2.26623716807,2.26623716807,,1.69176016193,3.46548839177,0.120378487437,0.0330762548726,analytics_diagnostic_only
call_heatmap_q_030_sigma_600,dividend_call,call_q_sigma_heatmap,q_sigma,0.03,call,1,1,0.05,0.03,0.6,4,120,120,0.5,0.5,0.5,60,True,2.76495941172,2.76495941172,,1.69176016193,3.46548839177,0.169606944869,0.0639281417277,analytics_diagnostic_only
call_heatmap_q_030_sigma_600,dividend_call,call_q_sigma_heatmap,q_sigma,0.03,call,1,1,0.05,0.03,0.6,4,120,120,0.75,0.75,0.75,90,True,3.14346955268,3.14346955268,,1.69176016193,3.46548839177,0.206522505483,0.0912436109769,analytics_diagnostic_only
call_heatmap_q_030_sigma_600,dividend_call,call_q_sigma_heatmap,q_sigma,0.03,call,1,1,0.05,0.03,0.6,4,120,120,1,1,1,120,True,3.46548839177,3.46548839177,,1.69176016193,3.46548839177,0.236886608448,0.115544598692,analytics_diagnostic_only
call_heatmap_q_080_sigma_200,dividend_call,call_q_sigma_heatmap,q_sigma,0.08,call,1,1,0.05,0.08,0.2,4,120,120,0.01,0.01,0.00833333333333,1,True,1.0661653907,1.0661653907,,1.0661653907,1.26663012494,0.00425969540186,0.000106915197766,analytics_diagnostic_only
call_heatmap_q_080_sigma_200,dividend_call,call_q_sigma_heatmap,q_sigma,0.08,call,1,1,0.05,0.08,0.2,4,120,120,0.25,0.25,0.25,30,True,1.1666350335,1.1666350335,,1.0661653907,1.26663012494,0.0357611784601,0.00271992288439,analytics_diagnostic_only
call_heatmap_q_080_sigma_200,dividend_call,call_q_sigma_heatmap,q_sigma,0.08,call,1,1,0.05,0.08,0.2,4,120,120,0.5,0.5,0.5,60,True,1.23208681214,1.23208681214,,1.0661653907,1.26663012494,0.0488665500449,0.00493590676481,analytics_diagnostic_only
call_heatmap_q_080_sigma_200,dividend_call,call_q_sigma_heatmap,q_sigma,0.08,call,1,1,0.05,0.08,0.2,4,120,120,0.75,0.75,0.75,90,True,1.23331276578,1.23331276578,,1.0661653907,1.26663012494,0.0580100140542,0.00686812415669,analytics_diagnostic_only
call_heatmap_q_080_sigma_200,dividend_call,call_q_sigma_heatmap,q_sigma,0.08,call,1,1,0.05,0.08,0.2,4,120,120,1,1,1,120,True,1.26663012494,1.26663012494,,1.0661653907,1.26663012494,0.0651311767989,0.00858934715201,analytics_diagnostic_only
call_heatmap_q_080_sigma_400,dividend_call,call_q_sigma_heatmap,q_sigma,0.08,call,1,1,0.05,0.08,0.4,4,120,120,0.01,0.01,0.00833333333333,1,True,1.09990188658,1.09990188658,,1.09990188658,1.73305843928,0.0133545506781,0.00044640705433,analytics_diagnostic_only
call_heatmap_q_080_sigma_400,dividend_call,call_q_sigma_heatmap,q_sigma,0.08,call,1,1,0.05,0.08,0.4,4,120,120,0.25,0.25,0.25,30,True,1.43308738239,1.43308738239,,1.09990188658,1.73305843928,0.0752172901138,0.0118722373597,analytics_diagnostic_only
call_heatmap_q_080_sigma_400,dividend_call,call_q_sigma_heatmap,q_sigma,0.08,call,1,1,0.05,0.08,0.4,4,120,120,0.5,0.5,0.5,60,True,1.5664572359,1.5664572359,,1.09990188658,1.73305843928,0.103509883247,0.022038453086,analytics_diagnostic_only
call_heatmap_q_080_sigma_400,dividend_call,call_q_sigma_heatmap,q_sigma,0.08,call,1,1,0.05,0.08,0.4,4,120,120,0.75,0.75,0.75,90,True,1.6661653399,1.6661653399,,1.09990188658,1.73305843928,0.123768422823,0.031101492878,analytics_diagnostic_only
call_heatmap_q_080_sigma_400,dividend_call,call_q_sigma_heatmap,q_sigma,0.08,call,1,1,0.05,0.08,0.4,4,120,120,1,1,1,120,True,1.73305843928,1.73305843928,,1.09990188658,1.73305843928,0.139830931381,0.0393013073367,analytics_diagnostic_only
call_heatmap_q_080_sigma_600,dividend_call,call_q_sigma_heatmap,q_sigma,0.08,call,1,1,0.05,0.08,0.6,4,120,120,0.01,0.01,0.00833333333333,1,True,1.16623149207,1.16623149207,,1.16623149207,2.3660336615,0.0232592811427,0.00101497826368,analytics_diagnostic_only
call_heatmap_q_080_sigma_600,dividend_call,call_q_sigma_heatmap,q_sigma,0.08,call,1,1,0.05,0.08,0.6,4,120,120,0.25,0.25,0.25,30,True,1.73318124044,1.73318124044,,1.16623149207,2.3660336615,0.114335089035,0.0277897225661,analytics_diagnostic_only
call_heatmap_q_080_sigma_600,dividend_call,call_q_sigma_heatmap,q_sigma,0.08,call,1,1,0.05,0.08,0.6,4,120,120,0.5,0.5,0.5,60,True,2.03092814663,2.03092814663,,1.16623149207,2.3660336615,0.157630497776,0.0520822619024,analytics_diagnostic_only
call_heatmap_q_080_sigma_600,dividend_call,call_q_sigma_heatmap,q_sigma,0.08,call,1,1,0.05,0.08,0.6,4,120,120,0.75,0.75,0.75,90,True,2.19976314977,2.19976314977,,1.16623149207,2.3660336615,0.1887122696,0.07314238228,analytics_diagnostic_only
call_heatmap_q_080_sigma_600,dividend_call,call_q_sigma_heatmap,q_sigma,0.08,call,1,1,0.05,0.08,0.6,4,120,120,1,1,1,120,True,2.3660336615,2.3660336615,,1.16623149207,2.3660336615,0.213362270473,0.0914071285679,analytics_diagnostic_only
call_heatmap_q_100_sigma_200,dividend_call,call_q_sigma_heatmap,q_sigma,0.1,call,1,1,0.05,0.1,0.2,4,120,120,0.01,0.01,0.00833333333333,1,True,1.03332536396,1.03332536396,,1.03332536396,1.23321138817,0.00418267852111,0.000103347393922,analytics_diagnostic_only
call_heatmap_q_100_sigma_200,dividend_call,call_q_sigma_heatmap,q_sigma,0.1,call,1,1,0.05,0.1,0.2,4,120,120,0.25,0.25,0.25,30,True,1.13332079124,1.13332079124,,1.03332536396,1.23321138817,0.0339104035533,0.00243111205241,analytics_diagnostic_only
call_heatmap_q_100_sigma_200,dividend_call,call_q_sigma_heatmap,q_sigma,0.1,call,1,1,0.05,0.1,0.2,4,120,120,0.5,0.5,0.5,60,True,1.19846900575,1.19846900575,,1.03332536396,1.23321138817,0.0454432906594,0.00426063787226,analytics_diagnostic_only
call_heatmap_q_100_sigma_200,dividend_call,call_q_sigma_heatmap,q_sigma,0.1,call,1,1,0.05,0.1,0.2,4,120,120,0.75,0.75,0.75,90,True,1.19997992229,1.19997992229,,1.03332536396,1.23321138817,0.0531638859229,0.0057850473052,analytics_diagnostic_only
call_heatmap_q_100_sigma_200,dividend_call,call_q_sigma_heatmap,q_sigma,0.1,call,1,1,0.05,0.1,0.2,4,120,120,1,1,1,120,True,1.23321138817,1.23321138817,,1.03332536396,1.23321138817,0.058991496594,0.0070776691975,analytics_diagnostic_only
call_heatmap_q_100_sigma_400,dividend_call,call_q_sigma_heatmap,q_sigma,0.1,call,1,1,0.05,0.1,0.4,4,120,120,0.01,0.01,0.00833333333333,1,True,1.09983987657,1.09983987657,,1.09983987657,1.6331118829,0.0132722390499,0.00043747112895,analytics_diagnostic_only
call_heatmap_q_100_sigma_400,dividend_call,call_q_sigma_heatmap,q_sigma,0.1,call,1,1,0.05,0.1,0.4,4,120,120,0.25,0.25,0.25,30,True,1.36661659217,1.36661659217,,1.09983987657,1.6331118829,0.0731449960144,0.0110833221886,analytics_diagnostic_only
call_heatmap_q_100_sigma_400,dividend_call,call_q_sigma_heatmap,q_sigma,0.1,call,1,1,0.05,0.1,0.4,4,120,120,0.5,0.5,0.5,60,True,1.4998201812,1.4998201812,,1.09983987657,1.6331118829,0.0995420188439,0.0200868103081,analytics_diagnostic_only
call_heatmap_q_100_sigma_400,dividend_call,call_q_sigma_heatmap,q_sigma,0.1,call,1,1,0.05,0.1,0.4,4,120,120,0.75,0.75,0.75,90,True,1.56656963978,1.56656963978,,1.09983987657,1.6331118829,0.118022941424,0.0278572004787,analytics_diagnostic_only
call_heatmap_q_100_sigma_400,dividend_call,call_q_sigma_heatmap,q_sigma,0.1,call,1,1,0.05,0.1,0.4,4,120,120,1,1,1,120,True,1.6331118829,1.6331118829,,1.09983987657,1.6331118829,0.132409350028,0.0347048254959,analytics_diagnostic_only
call_heatmap_q_100_sigma_600,dividend_call,call_q_sigma_heatmap,q_sigma,0.1,call,1,1,0.05,0.1,0.6,4,120,120,0.01,0.01,0.00833333333333,1,True,1.13326573453,1.13326573453,,1.13326573453,2.19872592998,0.0231760365439,0.00100023829529,analytics_diagnostic_only
call_heatmap_q_100_sigma_600,dividend_call,call_q_sigma_heatmap,q_sigma,0.1,call,1,1,0.05,0.1,0.6,4,120,120,0.25,0.25,0.25,30,True,1.66652989731,1.66652989731,,1.13326573453,2.19872592998,0.112134984089,0.0263167906744,analytics_diagnostic_only
call_heatmap_q_100_sigma_600,dividend_call,call_q_sigma_heatmap,q_sigma,0.1,call,1,1,0.05,0.1,0.6,4,120,120,0.5,0.5,0.5,60,True,1.89980987476,1.89980987476,,1.13326573453,2.19872592998,0.153342004903,0.0484121881555,analytics_diagnostic_only
call_heatmap_q_100_sigma_600,dividend_call,call_q_sigma_heatmap,q_sigma,0.1,call,1,1,0.05,0.1,0.6,4,120,120,0.75,0.75,0.75,90,True,2.06634509446,2.06634509446,,1.13326573453,2.19872592998,0.182431728973,0.0673925779788,analytics_diagnostic_only
call_heatmap_q_100_sigma_600,dividend_call,call_q_sigma_heatmap,q_sigma,0.1,call,1,1,0.05,0.1,0.6,4,120,120,1,1,1,120,True,2.19872592998,2.19872592998,,1.13326573453,2.19872592998,0.205181962234,0.0837048818906,analytics_diagnostic_only
call_heatmap_q_140_sigma_200,dividend_call,call_q_sigma_heatmap,q_sigma,0.14,call,1,1,0.05,0.14,0.2,4,120,120,0.01,0.01,0.00833333333333,1,True,1.0333250766,1.0333250766,,1.0333250766,1.16664700071,0.00403710941366,9.9526876656e-05,analytics_diagnostic_only
call_heatmap_q_140_sigma_200,dividend_call,call_q_sigma_heatmap,q_sigma,0.14,call,1,1,0.05,0.14,0.2,4,120,120,0.25,0.25,0.25,30,True,1.13311197447,1.13311197447,,1.0333250766,1.16664700071,0.0306266349377,0.00198852211151,analytics_diagnostic_only
call_heatmap_q_140_sigma_200,dividend_call,call_q_sigma_heatmap,q_sigma,0.14,call,1,1,0.05,0.14,0.2,4,120,120,0.5,0.5,0.5,60,True,1.13332311527,1.13332311527,,1.0333250766,1.16664700071,0.039568825966,0.00328594192043,analytics_diagnostic_only
call_heatmap_q_140_sigma_200,dividend_call,call_q_sigma_heatmap,q_sigma,0.14,call,1,1,0.05,0.14,0.2,4,120,120,0.75,0.75,0.75,90,True,1.16660169926,1.16660169926,,1.0333250766,1.16664700071,0.0450680076783,0.00424578573624,analytics_diagnostic_only
call_heatmap_q_140_sigma_200,dividend_call,call_q_sigma_heatmap,q_sigma,0.14,call,1,1,0.05,0.14,0.2,4,120,120,1,1,1,120,True,1.16664700071,1.16664700071,,1.0333250766,1.16664700071,0.048945019942,0.00503099901409,analytics_diagnostic_only
call_heatmap_q_140_sigma_400,dividend_call,call_q_sigma_heatmap,q_sigma,0.14,call,1,1,0.05,0.14,0.4,4,120,120,0.01,0.01,0.00833333333333,1,True,1.06665098107,1.06665098107,,1.06665098107,1.49989876,0.0131103864665,0.00042123465923,analytics_diagnostic_only
call_heatmap_q_140_sigma_400,dividend_call,call_q_sigma_heatmap,q_sigma,0.14,call,1,1,0.05,0.14,0.4,4,120,120,0.25,0.25,0.25,30,True,1.33302761835,1.33302761835,,1.06665098107,1.49989876,0.069288954791,0.00980323525327,analytics_diagnostic_only
call_heatmap_q_140_sigma_400,dividend_call,call_q_sigma_heatmap,q_sigma,0.14,call,1,1,0.05,0.14,0.4,4,120,120,0.5,0.5,0.5,60,True,1.39994751581,1.39994751581,,1.06665098107,1.49989876,0.0923144893863,0.017042726945,analytics_diagnostic_only
call_heatmap_q_140_sigma_400,dividend_call,call_q_sigma_heatmap,q_sigma,0.14,call,1,1,0.05,0.14,0.4,4,120,120,0.75,0.75,0.75,90,True,1.46649074939,1.46649074939,,1.06665098107,1.49989876,0.107732550248,0.022929058955,analytics_diagnostic_only
call_heatmap_q_140_sigma_400,dividend_call,call_q_sigma_heatmap,q_sigma,0.14,call,1,1,0.05,0.14,0.4,4,120,120,1,1,1,120,True,1.49989876,1.49989876,,1.06665098107,1.49989876,0.119305430141,0.0278881655071,analytics_diagnostic_only
call_heatmap_q_140_sigma_600,dividend_call,call_q_sigma_heatmap,q_sigma,0.14,call,1,1,0.05,0.14,0.6,4,120,120,0.01,0.01,0.00833333333333,1,True,1.13320986412,1.13320986412,,1.13320986412,1.96622778939,0.0230118305027,0.000976182300849,analytics_diagnostic_only
call_heatmap_q_140_sigma_600,dividend_call,call_q_sigma_heatmap,q_sigma,0.14,call,1,1,0.05,0.14,0.6,4,120,120,0.25,0.25,0.25,30,True,1.56658733892,1.56658733892,,1.13320986412,1.96622778939,0.10796822842,0.0238827489887,analytics_diagnostic_only
call_heatmap_q_140_sigma_600,dividend_call,call_q_sigma_heatmap,q_sigma,0.14,call,1,1,0.05,0.14,0.6,4,120,120,0.5,0.5,0.5,60,True,1.76617556806,1.76617556806,,1.13320986412,1.96622778939,0.145358443531,0.0423816742361,analytics_diagnostic_only
call_heatmap_q_140_sigma_600,dividend_call,call_q_sigma_heatmap,q_sigma,0.14,call,1,1,0.05,0.14,0.6,4,120,120,0.75,0.75,0.75,90,True,1.86652759047,1.86652759047,,1.13320986412,1.96622778939,0.170897729242,0.057743205418,analytics_diagnostic_only
call_heatmap_q_140_sigma_600,dividend_call,call_q_sigma_heatmap,q_sigma,0.14,call,1,1,0.05,0.14,0.6,4,120,120,1,1,1,120,True,1.96622778939,1.96622778939,,1.13320986412,1.96622778939,0.190332596117,0.0707191184761,analytics_diagnostic_only
