S_over_K,tau_over_T,V_over_K,Delta,scaled_Gamma,payoff_over_K,continuation_premium_over_K
0.5,0.10000000000000001,0.50575647515843547,-1.0073885934137004,0.021564627699698802,0.5,0.0057564751584354701
0.50249999999999995,0.10000000000000001,0.50323808237698231,-1.0073210741363137,0.032502851328901954,0.49750000000000005,0.0057380823769822564
0.505,0.10000000000000001,0.50071989290027863,-1.0072258200742197,0.04375196551335607,0.495,0.0057198929002786336
0.50749999999999995,0.10000000000000001,0.49820197703368874,-1.0071020577862706,0.055308897822842991,0.49250000000000005,0.0057019770336886877
0.51000000000000001,0.10000000000000001,0.49568440700630045,-1.0069490218441244,0.067170310473553083,0.48999999999999999,0.0056844070063004626
0.51249999999999996,0.10000000000000001,0.49316725695006658,-1.0067659554953055,0.079332600622830207,0.48750000000000004,0.0056672569500665348
0.51500000000000001,0.10000000000000001,0.49065060287728585,-1.0065521113252316,0.091791900916102648,0.48499999999999999,0.0056506028772858596
0.51749999999999996,0.10000000000000001,0.48813452265643448,-1.0063067519175284,0.10454408029027838,0.48250000000000004,0.0056345226564344375
0.52000000000000002,0.10000000000000001,0.48561909598634373,-1.0060291505120424,0.11758474503672654,0.47999999999999998,0.0056190959863437473
0.52249999999999996,0.10000000000000001,0.48310440436874547,-1.0057185916598417,0.1309092401274819,0.47750000000000004,0.0056044043687454304
0.52500000000000002,0.10000000000000001,0.48059053107917293,-1.005374371874584,0.14451265080707643,0.47499999999999998,0.0055905310791729557
0.52749999999999997,0.10000000000000001,0.47807756113624839,-1.0049958002795643,0.15838980445246623,0.47250000000000003,0.0055775611362483546
0.53000000000000003,0.10000000000000001,0.47556558126935577,-1.0045821992497799,0.17253527270303773,0.46999999999999997,0.0055655812693558016
0.53249999999999997,0.10000000000000001,0.47305467988471295,-1.004132905048327,0.18694337386188073,0.46750000000000003,0.0055546798847129208
0.53500000000000003,0.10000000000000001,0.47054494702986077,-1.0036472684564641,0.20160817556965407,0.46499999999999997,0.0055449470298608028
0.53749999999999998,0.10000000000000001,0.46803647435659179,-1.0031246553966258,0.21652349775138208,0.46250000000000002,0.0055364743565917696
0.54000000000000004,0.10000000000000001,0.46552935508232252,-1.0025644475477598,0.23168291583623504,0.45999999999999996,0.0055293550823225512
0.54249999999999998,0.10000000000000001,0.46302368394994586,-1.0019660429522466,0.24707976425005479,0.45750000000000002,0.0055236839499458457
0.54500000000000004,0.10000000000000001,0.46051955718616877,-1.0013288566137664,0.26270714017979196,0.45499999999999996,0.0055195571861688109
0.54749999999999999,0.10000000000000001,0.45801707245837175,-1.000652321085407,0.2785579076084056,0.45250000000000001,0.0055170724583717412
0.55000000000000004,0.10000000000000001,0.45551632883001836,-0.99993588704734182,0.29462470161846871,0.44999999999999996,0.0055163288300184021
0.55249999999999999,0.10000000000000001,0.45301742671461664,-0.99917902387343749,0.31089993296240498,0.44750000000000001,0.0055174267146166356
0.55500000000000005,0.10000000000000001,0.45052046782829563,-0.99838122018608144,0.32737579289654134,0.44499999999999995,0.0055204678282956832
0.5575,0.10000000000000001,0.44802555514100156,-0.99754198439860831,0.34404425827571844,0.4425,0.0055255551410015591
0.56000000000000005,0.10000000000000001,0.4455327928263535,-0.99666084524467558,0.36089709690513844,0.43999999999999995,0.0055327928263535497
0.5625,0.10000000000000001,0.44304228621020081,-0.99573735229391858,0.37792587314512011,0.4375,0.0055422862102008086
0.56499999999999995,0.10000000000000001,0.44055414171789864,-0.99477107645331364,0.39512195376444442,0.43500000000000005,0.0055541417178985864
0.5675,0.10000000000000001,0.43806846682035289,-0.9937616104535747,0.41247651403743602,0.4325,0.0055684668203528909
0.57000000000000006,0.10000000000000001,0.43558536997887398,-0.99270856932002438,0.42998054407924979,0.42999999999999994,0.0055853699788740441
0.57250000000000001,0.10000000000000001,0.4331049605888625,-0.99161159082732864,0.44762485541395791,0.42749999999999999,0.0056049605888625065
0.57499999999999996,0.10000000000000001,0.43062734892239041,-0.99047033593752709,0.46540008776912067,0.42500000000000004,0.0056273489223903628
0.57750000000000001,0.10000000000000001,0.42815264606969766,-0.98928448922080092,0.48329671609049674,0.42249999999999999,0.0056526460696976755
0.57999999999999996,0.10000000000000001,0.42568096387966903,-0.98805375925843808,0.50130505777002443,0.42000000000000004,0.0056809638796689876
0.58250000000000002,0.10000000000000001,0.42321241489931805,-0.98677787902746639,0.51941528008005189,0.41749999999999998,0.0057124148993180635
0.58499999999999996,0.10000000000000001,0.42074711231233808,-0.98545660626644915,0.53761740780621792,0.41500000000000004,0.005747112312338043
0.58750000000000002,0.10000000000000001,0.41828516987676168,-0.98408972382196658,0.55590133107131912,0.41249999999999998,0.0057851698767616977
0.58999999999999997,0.10000000000000001,0.41582670186177756,-0.98267703997529687,0.57425681334215994,0.41000000000000003,0.0058267018617775279
0.59250000000000003,0.10000000000000001,0.41337182298375785,-0.98121838874886469,0.59267349961104121,0.40749999999999997,0.0058718229837578795
0.59499999999999997,0.10000000000000001,0.41092064834153952,-0.97971363019203128,0.61114092474360393,0.40500000000000003,0.0059206483415394917
0.59750000000000003,0.10000000000000001,0.40847329335102589,-0.97816265064580732,0.62964852198390719,0.40249999999999997,0.0059732933510259212
0.59999999999999998,0.10000000000000001,0.40602987367914811,-0.97656536298612084,0.64818563160837117,0.40000000000000002,0.00602987367914809
0.60250000000000004,0.10000000000000001,0.40359050517724437,-0.97492170684527013,0.66674150971918611,0.39749999999999996,0.0060905051772444097
0.60499999999999998,0.10000000000000001,0.40115530381392062,-0.97323164881123614,0.68530533716811293,0.39500000000000002,0.0061553038139205984
0.60750000000000004,0.10000000000000001,0.39872438560742468,-0.97149518260452339,0.70386622860168024,0.39249999999999996,0.0062243856074247206
0.60999999999999999,0.10000000000000001,0.39629786655763022,-0.96971232923224782,0.72241324161784926,0.39000000000000001,0.0062978665576302051
0.61250000000000004,0.10000000000000001,0.39387586257764456,-0.9678831371192067,0.74093538602538223,0.38749999999999996,0.0063758625776446087
0.61499999999999999,0.10000000000000001,0.39145848942512662,-0.96600768221567956,0.75942163319621081,0.38500000000000001,0.0064584894251266123
0.61750000000000005,0.10000000000000001,0.3890458626333605,-0.96408606808173947,0.77786092550137198,0.38249999999999995,0.0065458626333605441
0.62,0.10000000000000001,0.38663809744215449,-0.96211842594788444,0.7962421858211608,0.38,0.0066380974421544892
0.62250000000000005,0.10000000000000001,0.38423530872860939,-0.96010491475180892,0.81455432712036946,0.37749999999999995,0.006735308728609446
0.625,0.10000000000000001,0.3818376109378353,-0.95804572115116104,0.83278626207907824,0.375,0.0068376109378353034
0.62749999999999995,0.10000000000000001,0.37944511801365455,-0.95594105951216768,0.8509269127701995,0.37250000000000005,0.0069451180136544943
0.63,0.10000000000000001,0.37705794332937481,-0.95379117187401585,0.86896522037457335,0.37,0.0070579433293748162
0.63250000000000006,0.10000000000000001,0.37467619961867249,-0.95159632788891169,0.88689015492488388,0.36749999999999994,0.0071761996186725518
0.63500000000000001,0.10000000000000001,0.37229999890666365,-0.94935682473774119,0.90469072506984571,0.36499999999999999,0.0072999989066636628
0.63749999999999996,0.10000000000000001,0.36992945244121367,-0.94707298702131482,0.92235598785008643,0.36250000000000004,0.0074294524412136242
0.64000000000000001,0.10000000000000001,0.36756467062454196,-0.94474516662717101,0.9398750584778085,0.35999999999999999,0.0075646706245419693
0.64250000000000007,0.10000000000000001,0.36520576294520912,-0.94237374257191375,0.95723712011200723,0.35749999999999993,0.0077057629452091936
0.64500000000000002,0.10000000000000001,0.36285283791050682,-0.93995912081914457,0.97443143362191875,0.35499999999999998,0.007852837910506838
