all_gates_pass,boundary_found_count,boundary_roundtrip_max,boundary_roundtrip_pass,canonical_points,endpoint_max_error,endpoint_pass,failure_reason,max_row_pairing_relative_error,minimum_aligned_multiplier,multiplier_nonnegative_pass,multiplier_roundtrip_rmse,no_boundary_count,option_type,pairing_pass,regime_id,source_multiplier_correction_max,status,surface_rmse_pass,surface_roundtrip_rmse,trajectory_pairing_relative_error
True,120,0.0,True,1921,0.0,True,,9.169610530913692e-05,0.0,True,6.255556581171559e-07,0,call,True,call_T025_s020_r001_q003,0.0,COMPLETE,True,5.082478374374751e-07,4.1964597219987284e-05
True,120,0.0,True,1921,0.0,True,,8.27095689800931e-05,0.0,True,1.0592991180443809e-06,0,call,True,call_T025_s020_r001_q006,0.0,COMPLETE,True,4.454584836938052e-07,3.22685365098727e-05
True,120,0.0,True,1921,0.0,True,,6.781652562474803e-05,0.0,True,1.6630225539187065e-06,0,call,True,call_T025_s020_r001_q010,0.0,COMPLETE,True,4.914364111090446e-07,2.7846993564199434e-05
True,120,0.0,True,1921,0.0,True,,7.126866090140134e-05,0.0,True,2.7874957478743822e-08,0,call,True,call_T025_s020_r005_q003,0.0,COMPLETE,True,1.2617598959174926e-06,2.1929557414575993e-05
True,120,0.0,True,1921,0.0,True,,4.756137286026894e-05,0.0,True,4.902193380800116e-07,0,call,True,call_T025_s020_r005_q006,0.0,COMPLETE,True,5.414916148058788e-07,1.6646551461525156e-05
True,120,0.0,True,1921,0.0,True,,4.813197995315793e-05,0.0,True,1.1064023399317689e-06,0,call,True,call_T025_s020_r005_q010,0.0,COMPLETE,True,4.19997992338168e-07,1.942174010967667e-05
False,120,0.0,True,1921,0.0,True,,0.00592379946432644,0.0,True,2.1756787887707383e-09,0,call,False,call_T025_s020_r010_q003,0.0,COMPLETE,True,4.62294477355885e-06,0.0021396310159572745
True,120,0.0,True,1921,0.0,True,,7.963427573560738e-05,0.0,True,2.1478986862403843e-07,0,call,True,call_T025_s020_r010_q006,0.0,COMPLETE,True,1.6553320855127085e-06,2.8023031054581283e-05
True,120,0.0,True,1921,0.0,True,,3.66114363172494e-05,0.0,True,4.505114233276799e-07,0,call,True,call_T025_s020_r010_q010,0.0,COMPLETE,True,5.723878634288413e-07,6.7712187308381565e-06
False,120,0.0,True,1921,0.0,True,,0.000305387322439459,0.0,True,1.3641492339937962e-06,0,call,False,call_T025_s040_r001_q003,0.0,COMPLETE,True,9.306186356800256e-07,0.0001172518993854808
False,120,0.0,True,1921,0.0,True,,0.00024405436129832386,0.0,True,3.1379145541116276e-06,0,call,False,call_T025_s040_r001_q006,0.0,COMPLETE,True,6.594523807887064e-07,0.00010002677650933512
True,120,0.0,True,1921,0.0,True,,0.0001979290799007658,0.0,True,4.877284398508502e-06,0,call,True,call_T025_s040_r001_q010,0.0,COMPLETE,True,5.026867259762208e-07,8.427158500191232e-05
True,120,0.0,True,1921,0.0,True,,0.00022758961375388064,0.0,True,2.493029138625901e-09,0,call,True,call_T025_s040_r005_q003,0.0,COMPLETE,True,9.714858955956585e-07,5.235049392563318e-05
True,120,0.0,True,1921,0.0,True,,0.00022930392541143198,0.0,True,1.5407097114279557e-06,0,call,True,call_T025_s040_r005_q006,0.0,COMPLETE,True,9.32880105239316e-07,8.031030953828458e-05
True,120,0.0,True,1921,0.0,True,,0.00018507976507952642,0.0,True,3.401245091880046e-06,0,call,True,call_T025_s040_r005_q010,0.0,COMPLETE,True,5.771931657742203e-07,7.17945308775724e-05
False,120,0.0,True,1921,0.0,True,,0.015911970731321296,0.0,True,5.946072242609571e-09,0,call,False,call_T025_s040_r010_q003,0.0,COMPLETE,True,4.420345180221827e-06,0.003537884703800589
True,120,0.0,True,1921,0.0,True,,0.00022771187943455956,0.0,True,8.71800085980541e-08,0,call,True,call_T025_s040_r010_q006,0.0,COMPLETE,True,1.0069101722624895e-06,6.981671036255784e-05
True,120,0.0,True,1921,0.0,True,,0.00019155258366438207,0.0,True,1.7447933753241275e-06,0,call,True,call_T025_s040_r010_q010,0.0,COMPLETE,True,8.764036701293197e-07,5.6979311095373405e-05
False,120,0.0,True,1921,0.0,True,,0.0007239897636149096,0.0,True,1.5946333860060598e-06,0,call,False,call_T025_s060_r001_q003,0.0,COMPLETE,True,1.3504620644048176e-06,0.0002383234836866655
False,120,0.0,True,1921,0.0,True,,0.0005778613571488055,0.0,True,5.192637981629081e-06,0,call,False,call_T025_s060_r001_q006,0.0,COMPLETE,True,1.1796803444721111e-06,0.00020048362205643913
False,120,0.0,True,1921,0.0,True,,0.000813867472283655,0.0,True,3.635363762836604e-09,0,call,False,call_T025_s060_r005_q003,0.0,COMPLETE,True,9.181611964165976e-07,0.00016792613565477378
False,120,0.0,True,1921,0.0,True,,0.0006000486481954411,0.0,True,2.4382908475542704e-06,0,call,False,call_T025_s060_r005_q006,0.0,COMPLETE,True,1.3450861616014378e-06,0.00019438959266089703
False,111,0.0,True,1921,0.0,True,,0.16621495576676482,0.0,True,9.361874285786373e-09,9,call,False,call_T025_s060_r010_q003,0.0,COMPLETE,True,5.8477705151785774e-06,0.004007872681159704
False,120,0.0,True,1921,0.0,True,,0.0007043158640076813,0.0,True,6.761264560684404e-08,0,call,False,call_T025_s060_r010_q006,0.0,COMPLETE,True,7.680059598609304e-07,0.00017221882727428442
True,120,0.0,True,1921,0.0,True,,0.0001330448463829901,0.0,True,1.6858759340240318e-06,0,call,True,call_T050_s020_r001_q003,0.0,COMPLETE,True,4.8430872172393e-07,5.621244269860397e-05
True,120,0.0,True,1921,0.0,True,,0.00010314298663706733,0.0,True,3.0825841962052304e-06,0,call,True,call_T050_s020_r001_q006,0.0,COMPLETE,True,4.0218472871084627e-07,4.4158525332164034e-05
True,120,0.0,True,1921,0.0,True,,6.791185496466786e-05,0.0,True,3.7873674283425168e-06,0,call,True,call_T050_s020_r001_q010,0.0,COMPLETE,True,3.6529810549826536e-07,3.0558576767226326e-05
False,120,0.0,True,1921,0.0,True,,0.009028979929202416,0.0,True,6.175501774517876e-09,0,call,False,call_T050_s020_r010_q003,0.0,COMPLETE,True,2.797532463702491e-06,0.0032709628068042346
True,120,0.0,True,1921,0.0,True,,0.00012145890232082143,0.0,True,7.900888958522151e-07,0,call,True,call_T050_s020_r010_q006,0.0,COMPLETE,True,1.7229449481195556e-06,4.1538499086689024e-05
True,120,0.0,True,1921,0.0,True,,5.110197587104162e-05,0.0,True,1.544484995031309e-06,0,call,True,call_T050_s020_r010_q010,0.0,COMPLETE,True,5.210421499079905e-07,1.4789445220355712e-05
False,120,0.0,True,1921,0.0,True,,0.0005039768619694505,0.0,True,4.200466015372697e-06,0,call,False,call_T050_s040_r001_q003,0.0,COMPLETE,True,1.1369204524963966e-06,0.00017733085313226558
False,120,0.0,True,1921,0.0,True,,0.0003650287021432781,0.0,True,9.231039872358318e-06,0,call,False,call_T050_s040_r001_q006,0.0,COMPLETE,True,8.018009940119575e-07,0.00013941370576707042
False,120,0.0,True,1921,0.0,True,,0.0002817885222788487,0.0,True,1.2907780026733812e-05,0,call,False,call_T050_s040_r001_q010,0.0,COMPLETE,True,5.763258461272151e-07,0.00010732515998022509
False,120,0.0,True,1921,0.0,True,,0.07246375832963592,0.0,True,1.915026739395118e-08,0,call,False,call_T050_s040_r010_q003,0.0,COMPLETE,True,3.828364643974485e-06,0.006576448605583975
False,120,0.0,True,1921,0.0,True,,0.000506990015083881,0.0,True,1.010129657062921e-06,0,call,False,call_T050_s040_r010_q006,0.0,COMPLETE,True,1.1663865582671327e-06,0.000145465871712656
False,120,0.0,True,1921,0.0,True,,0.00031374360355558995,0.0,True,7.121270454624746e-06,0,call,False,call_T050_s040_r010_q010,0.0,COMPLETE,True,1.047072125062137e-06,0.00010334042674581712
False,120,0.0,True,1921,0.0,True,,0.0014874539947900168,0.0,True,4.722121708545292e-06,0,call,False,call_T050_s060_r001_q003,0.0,COMPLETE,True,1.475209521563879e-06,0.0004208442125464331
