all_gates_pass,boundary_found_count,boundary_roundtrip_max,boundary_roundtrip_pass,canonical_points,endpoint_max_error,endpoint_pass,failure_reason,max_row_pairing_relative_error,minimum_aligned_multiplier,multiplier_nonnegative_pass,multiplier_roundtrip_rmse,no_boundary_count,option_type,pairing_pass,regime_id,source_multiplier_correction_max,status,surface_rmse_pass,surface_roundtrip_rmse,trajectory_pairing_relative_error
True,120,0.0,True,3841,0.0,True,,0.00010174940140705415,0.0,True,4.173287205719456e-09,0,put,True,put_T025_s020_r010_q006,0.0,COMPLETE,True,3.3199509441645757e-07,5.856096050546895e-05
False,120,0.0,True,3841,0.0,True,,0.00016769077979272913,0.0,True,3.220472456185665e-09,0,put,False,put_T025_s020_r010_q010,0.0,COMPLETE,True,4.844145804854506e-07,0.00011040301224904612
False,120,0.0,True,3841,0.0,True,,0.00048663738842778977,0.0,True,1.846554810429168e-09,0,put,False,put_T025_s040_r001_q000,0.0,COMPLETE,True,1.100527501096187e-06,0.00017464750383644622
False,120,0.0,True,3841,0.0,True,,0.0010867676757255996,0.0,True,2.4557016133245352e-11,0,put,False,put_T025_s040_r001_q003,0.0,COMPLETE,True,4.957410892878999e-07,0.0008837272770192304
False,120,0.0,True,3841,0.0,True,,0.002650851796268561,0.0,True,5.5475710041812064e-11,0,put,False,put_T025_s040_r001_q006,0.0,COMPLETE,True,1.4163999092215805e-07,0.0020679411239812795
False,120,0.0,True,3841,0.0,True,,0.012357825045332805,0.0,True,8.810964109881891e-11,0,put,False,put_T025_s040_r001_q010,0.0,COMPLETE,True,1.1539165799239827e-07,0.005082312028037458
False,120,0.0,True,3841,0.0,True,,0.00034741535763584055,0.0,True,5.9554819555959885e-09,0,put,False,put_T025_s040_r005_q000,0.0,COMPLETE,True,7.485408524494407e-07,0.00012406699408746018
False,120,0.0,True,3841,0.0,True,,0.00039316351626975804,0.0,True,4.605369048017408e-09,0,put,False,put_T025_s040_r005_q003,0.0,COMPLETE,True,9.113293529147808e-07,0.00017099089897428172
False,120,0.0,True,3841,0.0,True,,0.0004512487741827405,0.0,True,1.814833990160997e-09,0,put,False,put_T025_s040_r005_q006,0.0,COMPLETE,True,1.052888364777398e-06,0.00021841612749406539
False,120,0.0,True,3841,0.0,True,,0.0007227441172748585,0.0,True,3.6728003311146017e-10,0,put,False,put_T025_s040_r005_q010,0.0,COMPLETE,True,9.909739083853118e-07,0.0005042403050919069
True,120,0.0,True,3841,0.0,True,,0.0002251317288378265,0.0,True,8.343706285341177e-09,0,put,True,put_T025_s040_r010_q000,0.0,COMPLETE,True,5.254263664863998e-07,9.09891499012733e-05
False,120,0.0,True,3841,0.0,True,,0.00027998605767222054,0.0,True,7.929067559771352e-09,0,put,False,put_T025_s040_r010_q003,0.0,COMPLETE,True,6.632236757106009e-07,0.00012085883371559693
False,120,0.0,True,3841,0.0,True,,0.00032957276978434405,0.0,True,6.8397506149472565e-09,0,put,False,put_T025_s040_r010_q006,0.0,COMPLETE,True,6.745471643736001e-07,0.00013617269750057238
False,120,0.0,True,3841,0.0,True,,0.0003576055872637757,0.0,True,5.194924005484782e-09,0,put,False,put_T025_s040_r010_q010,0.0,COMPLETE,True,9.5386717673744e-07,0.00019361249684342902
False,120,0.0,True,3841,0.0,True,,0.0009735391950436156,0.0,True,1.1987236405308281e-09,0,put,False,put_T025_s060_r001_q000,0.0,COMPLETE,True,1.0875274653635448e-06,0.00032849479209165006
False,120,0.0,True,3841,0.0,True,,0.0015811230461808732,0.0,True,4.032892289620601e-11,0,put,False,put_T025_s060_r001_q003,0.0,COMPLETE,True,2.197430400881324e-07,0.0009333001602657607
False,120,0.0,True,3841,0.0,True,,0.0025925003925165546,0.0,True,5.6424279197999036e-11,0,put,False,put_T025_s060_r001_q006,0.0,COMPLETE,True,7.047046276951801e-08,0.002149215942620853
False,120,0.0,True,3841,0.0,True,,0.000665182544707087,0.0,True,7.261047473377218e-09,0,put,False,put_T025_s060_r005_q000,0.0,COMPLETE,True,1.1156513028270293e-06,0.0002539497989863836
False,120,0.0,True,3841,0.0,True,,0.0007216323299000306,0.0,True,5.127853370300395e-09,0,put,False,put_T025_s060_r005_q003,0.0,COMPLETE,True,1.2068481358881749e-06,0.0002959848334512529
False,120,0.0,True,3841,0.0,True,,0.0007391908771164624,0.0,True,2.402978839419113e-09,0,put,False,put_T025_s060_r005_q006,0.0,COMPLETE,True,1.2545678798381362e-06,0.0003515324722328843
False,120,0.0,True,3841,0.0,True,,0.0004932961840765804,0.0,True,1.1366008668029974e-08,0,put,False,put_T025_s060_r010_q000,0.0,COMPLETE,True,8.956525124451486e-07,0.00020665462421398973
False,120,0.0,True,3841,0.0,True,,0.0005619301786714972,0.0,True,9.962150276341845e-09,0,put,False,put_T025_s060_r010_q003,0.0,COMPLETE,True,9.770643070990865e-07,0.0002181667689217747
False,120,0.0,True,3841,0.0,True,,0.0005411389863164994,0.0,True,8.753836902706865e-09,0,put,False,put_T025_s060_r010_q006,0.0,COMPLETE,True,1.0443091188878262e-06,0.00023837807985047492
True,120,0.0,True,3841,0.0,True,,0.00022556654304021814,0.0,True,2.9900491292204175e-09,0,put,True,put_T050_s020_r001_q000,0.0,COMPLETE,True,6.780661288264443e-07,8.22167887025481e-05
False,120,0.0,True,3841,0.0,True,,0.0011427584775211368,0.0,True,6.724071167027168e-11,0,put,False,put_T050_s020_r001_q003,0.0,COMPLETE,True,6.024075928854984e-07,0.0010375732547045814
False,120,0.0,True,3841,0.0,True,,0.0026932813595021052,0.0,True,1.1135735762877072e-10,0,put,False,put_T050_s020_r001_q006,0.0,COMPLETE,True,1.8189332911734638e-07,0.002021297000921915
False,120,0.0,True,3841,0.0,True,,0.012389636047994501,0.0,True,1.7489708662197082e-10,0,put,False,put_T050_s020_r001_q010,0.0,COMPLETE,True,2.1900353564012612e-07,0.00679713733407175
True,120,0.0,True,3841,0.0,True,,0.0001537900676539625,0.0,True,8.6505833096409e-09,0,put,True,put_T050_s020_r010_q000,0.0,COMPLETE,True,2.9194295408121656e-07,2.8251927047988277e-06
True,120,0.0,True,3841,0.0,True,,0.00011336477236204932,0.0,True,8.03633190687945e-09,0,put,True,put_T050_s020_r010_q003,0.0,COMPLETE,True,2.63186730365415e-07,3.9703183104735444e-05
True,120,0.0,True,3841,0.0,True,,0.00013660029190767098,0.0,True,7.927740724625422e-09,0,put,True,put_T050_s020_r010_q006,0.0,COMPLETE,True,3.8084605408725006e-07,7.368271509987227e-05
False,120,0.0,True,3841,0.0,True,,0.00020888392174698542,0.0,True,6.332977174201561e-09,0,put,False,put_T050_s020_r010_q010,0.0,COMPLETE,True,5.460333563408004e-07,0.00012699174587350008
False,120,0.0,True,3841,0.0,True,,0.0007582105826193362,0.0,True,3.346657359119628e-09,0,put,False,put_T050_s040_r001_q000,0.0,COMPLETE,True,1.228247949110135e-06,0.0002837793217300313
False,120,0.0,True,3841,0.0,True,,0.0016268176240568334,0.0,True,7.161315187039589e-11,0,put,False,put_T050_s040_r001_q003,0.0,COMPLETE,True,5.279497927825407e-07,0.0009387219273755305
False,120,0.0,True,3841,0.0,True,,0.002651378159699559,0.0,True,1.1748553545401047e-10,0,put,False,put_T050_s040_r001_q006,0.0,COMPLETE,True,5.716201112300986e-08,0.002312036592107366
False,120,0.0,True,3841,0.0,True,,0.01235697231456127,0.0,True,1.5106915433324911e-10,0,put,False,put_T050_s040_r001_q010,0.0,COMPLETE,True,7.413794748227593e-08,0.004053866277108031
False,120,0.0,True,3841,0.0,True,,0.0003461336904201161,0.0,True,1.4872114755649053e-08,0,put,False,put_T050_s040_r010_q000,0.0,COMPLETE,True,6.473078231399069e-07,0.00012763478647044845
False,120,0.0,True,3841,0.0,True,,0.0003405555630443653,0.0,True,1.3870177761356507e-08,0,put,False,put_T050_s040_r010_q003,0.0,COMPLETE,True,6.508445429102414e-07,0.0001401312598169787
False,120,0.0,True,3841,0.0,True,,0.0003932397680439974,0.0,True,1.2953762494053488e-08,0,put,False,put_T050_s040_r010_q006,0.0,COMPLETE,True,7.874255155329547e-07,0.00019122371576014795
False,120,0.0,True,3841,0.0,True,,0.0004968853327688258,0.0,True,9.909916776792868e-09,0,put,False,put_T050_s040_r010_q010,0.0,COMPLETE,True,9.828465572957142e-07,0.00023830357329691432
False,120,0.0,True,3841,0.0,True,,0.001420181053255562,0.0,True,2.3165816510463595e-09,0,put,False,put_T050_s060_r001_q000,0.0,COMPLETE,True,1.2642542910913898e-06,0.00046747086379365156
False,120,0.0,True,3841,0.0,True,,0.002086209505864894,0.0,True,9.282320970763379e-11,0,put,False,put_T050_s060_r001_q003,0.0,COMPLETE,True,3.0850617196316035e-07,0.0010347404349878863
False,120,0.0,True,3841,0.0,True,,0.0025940891272410067,0.0,True,1.2567758424832528e-10,0,put,False,put_T050_s060_r001_q006,0.0,COMPLETE,True,2.9511147566600385e-07,0.0017896121832718269
False,120,0.0,True,3841,0.0,True,,0.0006655574242331215,0.0,True,1.956894365308737e-08,0,put,False,put_T050_s060_r010_q000,0.0,COMPLETE,True,9.6658172470158e-07,0.00027706717615172367
False,120,0.0,True,3841,0.0,True,,0.0007479952059781126,0.0,True,1.776694349179735e-08,0,put,False,put_T050_s060_r010_q003,0.0,COMPLETE,True,1.0678826996485592e-06,0.0003044266543150236
False,120,0.0,True,3841,0.0,True,,0.0008302260110996023,0.0,True,1.5464403524067237e-08,0,put,False,put_T050_s060_r010_q006,0.0,COMPLETE,True,1.0939073354969818e-06,0.0003135493494302079
False,120,0.0,True,3841,0.0,True,,0.00034749636985798287,0.0,True,5.540525769291772e-09,0,put,False,put_T100_s020_r001_q000,0.0,COMPLETE,True,8.237955153840843e-07,0.000143284432003573
False,120,0.0,True,3841,0.0,True,,0.0011432043896206657,0.0,True,5.447643203010968e-10,0,put,False,put_T100_s020_r001_q003,0.0,COMPLETE,True,1.3118560142516406e-06,0.0009692905717645878
False,120,0.0,True,3841,0.0,True,,0.0026994461591900993,0.0,True,2.553751692947041e-10,0,put,False,put_T100_s020_r001_q006,0.0,COMPLETE,True,1.2283088977914306e-07,0.002365868440363318
False,120,0.0,True,3841,0.0,True,,0.012389637121829344,0.0,True,3.4478500711903235e-10,0,put,False,put_T100_s020_r001_q010,0.0,COMPLETE,True,1.5332809818553883e-07,0.005001496972790093
True,120,0.0,True,3841,0.0,True,,0.00017526443909927133,0.0,True,1.1156087434478809e-08,0,put,True,put_T100_s020_r005_q000,0.0,COMPLETE,True,4.262392733571518e-07,5.346048291846741e-05
False,120,0.0,True,3841,0.0,True,,0.0002216114100718706,0.0,True,1.0089324516658517e-08,0,put,False,put_T100_s020_r005_q003,0.0,COMPLETE,True,5.269579810758871e-07,0.00011637756500100167
False,120,0.0,True,3841,0.0,True,,0.000325587245970974,0.0,True,6.590519664808804e-09,0,put,False,put_T100_s020_r005_q006,0.0,COMPLETE,True,9.90602292536895e-07,0.00020905126968900133
False,120,0.0,True,3841,0.0,True,,0.0007375358171750948,0.0,True,2.933081940985984e-09,0,put,False,put_T100_s020_r005_q010,0.0,COMPLETE,True,1.215176497999778e-06,0.0004887401385499135
True,120,0.0,True,3841,0.0,True,,0.00015071536191657984,0.0,True,1.6413261584271085e-08,0,put,True,put_T100_s020_r010_q000,0.0,COMPLETE,True,2.2011939771109864e-07,3.070059125977831e-05
True,120,0.0,True,3841,0.0,True,,0.00013045194209452884,0.0,True,1.550394531326917e-08,0,put,True,put_T100_s020_r010_q003,0.0,COMPLETE,True,3.3066409303654057e-07,5.3299890357683535e-05
True,120,0.0,True,3841,0.0,True,,0.00017607093743998565,0.0,True,1.4544332396659252e-08,0,put,True,put_T100_s020_r010_q006,0.0,COMPLETE,True,4.2677172376013177e-07,8.643426198892698e-05
False,120,0.0,True,3841,0.0,True,,0.00025139177558159434,0.0,True,1.3204918201942928e-08,0,put,False,put_T100_s020_r010_q010,0.0,COMPLETE,True,6.570586733956574e-07,0.0001516238338497273
False,120,0.0,True,3841,0.0,True,,0.0011204000878331458,0.0,True,5.930235321519284e-09,0,put,False,put_T100_s040_r001_q000,0.0,COMPLETE,True,1.3310514014726667e-06,0.0003905688081620181
False,120,0.0,True,3841,0.0,True,,0.0016278588973303088,0.0,True,4.2585816447454583e-10,0,put,False,put_T100_s040_r001_q003,0.0,COMPLETE,True,7.722948549214011e-07,0.0010722535050172147
False,120,0.0,True,3841,0.0,True,,0.0026523391377463908,0.0,True,5.130905832477875e-10,0,put,False,put_T100_s040_r001_q006,0.0,COMPLETE,True,6.50838477361053e-07,0.002119874933238437
False,120,0.0,True,3841,0.0,True,,0.01235529782922134,0.0,True,3.7499944844729175e-10,0,put,False,put_T100_s040_r001_q010,0.0,COMPLETE,True,4.612805722565417e-08,0.003663319304482965
False,120,0.0,True,3841,0.0,True,,0.0005753192105488002,0.0,True,1.8393359714632115e-08,0,put,False,put_T100_s040_r005_q000,0.0,COMPLETE,True,8.62034379618817e-07,0.00021156617234564622
False,120,0.0,True,3841,0.0,True,,0.0007239544731105221,0.0,True,1.5541393643147408e-08,0,put,False,put_T100_s040_r005_q003,0.0,COMPLETE,True,1.1106474302604524e-06,0.00031181812999402157
False,120,0.0,True,3841,0.0,True,,0.0008669939831887722,0.0,True,9.46343727278234e-09,0,put,False,put_T100_s040_r005_q006,0.0,COMPLETE,True,1.2412229115420757e-06,0.00038257264265158236
False,120,0.0,True,3841,0.0,True,,0.0011543415696304087,0.0,True,4.655340181475743e-09,0,put,False,put_T100_s040_r005_q010,0.0,COMPLETE,True,1.3532106521559844e-06,0.0006299171965445527
False,120,0.0,True,3841,0.0,True,,0.00041512458831553025,0.0,True,2.7371798208289727e-08,0,put,False,put_T100_s040_r010_q000,0.0,COMPLETE,True,6.590629957639323e-07,0.0001800146756128748
False,120,0.0,True,3841,0.0,True,,0.0004803978444778705,0.0,True,2.5558484864317196e-08,0,put,False,put_T100_s040_r010_q003,0.0,COMPLETE,True,7.734369036644773e-07,0.00020891804681479374
False,120,0.0,True,3841,0.0,True,,0.0005407541623433809,0.0,True,2.3239273868829416e-08,0,put,False,put_T100_s040_r010_q006,0.0,COMPLETE,True,8.788252273409062e-07,0.0002443876038021802
False,120,0.0,True,3841,0.0,True,,0.0005808174017249362,0.0,True,1.864059037011022e-08,0,put,False,put_T100_s040_r010_q010,0.0,COMPLETE,True,9.914249482072232e-07,0.00027729273486779276
False,120,0.0,True,3841,0.0,True,,0.002022739121420198,0.0,True,4.473384782427012e-09,0,put,False,put_T100_s060_r001_q000,0.0,COMPLETE,True,1.3657060729674343e-06,0.0006038835518899608
False,120,0.0,True,3841,0.0,True,,0.0025848796200012955,0.0,True,4.712419490814915e-10,0,put,False,put_T100_s060_r001_q003,0.0,COMPLETE,True,5.688428747064451e-07,0.0013750225484478302
False,120,0.0,True,3841,0.0,True,,0.0038529331169533674,0.0,True,3.399288710066259e-10,0,put,False,put_T100_s060_r001_q006,0.0,COMPLETE,True,5.585427959703553e-07,0.0011946927305351088
False,120,0.0,True,3841,0.0,True,,0.0012665872651615136,0.0,True,2.0982474169838994e-08,0,put,False,put_T100_s060_r005_q000,0.0,COMPLETE,True,1.1844818839407723e-06,0.0004424607695557057
False,120,0.0,True,3841,0.0,True,,0.0013966648654410558,0.0,True,1.5825883988274955e-08,0,put,False,put_T100_s060_r005_q003,0.0,COMPLETE,True,1.2735151451713102e-06,0.0005175714694564419
False,120,0.0,True,3841,0.0,True,,0.001533603791807649,0.0,True,1.0745839401010172e-08,0,put,False,put_T100_s060_r005_q006,0.0,COMPLETE,True,1.3687861634479678e-06,0.0006233600625782438
False,120,0.0,True,3841,0.0,True,,0.0008712125211522666,0.0,True,3.25638698197107e-08,0,put,False,put_T100_s060_r010_q000,0.0,COMPLETE,True,9.991105368565013e-07,0.0003515752015683813
False,120,0.0,True,3841,0.0,True,,0.0009723145300399949,0.0,True,2.995380923238121e-08,0,put,False,put_T100_s060_r010_q003,0.0,COMPLETE,True,1.093557229045656e-06,0.00039253089532183537
False,120,0.0,True,3841,0.0,True,,0.0010798284146363278,0.0,True,2.655524597508877e-08,0,put,False,put_T100_s060_r010_q006,0.0,COMPLETE,True,1.080696811359252e-06,0.0004038049078786097
False,120,0.0,True,3841,0.0,True,,0.0004932645178825165,0.0,True,9.798437879501973e-09,0,put,False,put_T200_s020_r001_q000,0.0,COMPLETE,True,9.29479047582767e-07,0.00019894953365086573
False,120,0.0,True,3841,0.0,True,,0.0016657860830666085,0.0,True,8.961272443528751e-10,0,put,False,put_T200_s020_r001_q003,0.0,COMPLETE,True,1.2259049715725597e-06,0.0009596892879262125
False,120,0.0,True,3841,0.0,True,,0.0026996703637356284,0.0,True,1.1416983859844966e-09,0,put,False,put_T200_s020_r001_q006,0.0,COMPLETE,True,6.44546787634201e-07,0.0025168066965911423
False,120,0.0,True,3841,0.0,True,,0.012389639294333411,0.0,True,5.849556641097648e-10,0,put,False,put_T200_s020_r001_q010,0.0,COMPLETE,True,1.098009531406121e-07,0.004120196566740118
True,120,0.0,True,3841,0.0,True,,0.00022377053488117582,0.0,True,2.025167077232305e-08,0,put,True,put_T200_s020_r005_q000,0.0,COMPLETE,True,4.648382092366262e-07,7.099837646571522e-05
False,120,0.0,True,3841,0.0,True,,0.00032364129720299805,0.0,True,1.7462572848064102e-08,0,put,False,put_T200_s020_r005_q003,0.0,COMPLETE,True,5.23737513736555e-07,0.00012470718157039584
False,120,0.0,True,3841,0.0,True,,0.00043659884999399013,0.0,True,1.2674627652126535e-08,0,put,False,put_T200_s020_r005_q006,0.0,COMPLETE,True,9.234703986482487e-07,0.00022926267427999364
False,120,0.0,True,3841,0.0,True,,0.0007378229946228092,0.0,True,8.504381550984843e-09,0,put,False,put_T200_s020_r005_q010,0.0,COMPLETE,True,1.3533001007054238e-06,0.000564968665662656
True,120,0.0,True,3841,0.0,True,,0.00016753610787159835,0.0,True,2.6866446001630972e-08,0,put,True,put_T200_s020_r010_q000,0.0,COMPLETE,True,3.0411434119344455e-07,4.73042681779545e-07
True,120,0.0,True,3841,0.0,True,,0.00013225075879722703,0.0,True,2.488811188292426e-08,0,put,True,put_T200_s020_r010_q003,0.0,COMPLETE,True,2.4153701982111566e-07,3.749817465222263e-05
True,120,0.0,True,3841,0.0,True,,0.00021895524367107166,0.0,True,2.541310909609716e-08,0,put,True,put_T200_s020_r010_q006,0.0,COMPLETE,True,4.525599431559591e-07,9.167400009222907e-05
False,120,0.0,True,3841,0.0,True,,0.0003002035768193126,0.0,True,2.5084842833151247e-08,0,put,False,put_T200_s020_r010_q010,0.0,COMPLETE,True,6.729677940518469e-07,0.00017977971234187917
False,120,0.0,True,3841,0.0,True,,0.0014282986305760264,0.0,True,1.004236082586506e-08,0,put,False,put_T200_s040_r001_q000,0.0,COMPLETE,True,1.4142208661512553e-06,0.0005151879769482109
False,120,0.0,True,3841,0.0,True,,0.002115125740557844,0.0,True,1.4046156885730815e-09,0,put,False,put_T200_s040_r001_q003,0.0,COMPLETE,True,1.0253232137760196e-06,0.0011775784268697929
False,120,0.0,True,3841,0.0,True,,0.003920629302403995,0.0,True,9.84481668040984e-10,0,put,False,put_T200_s040_r001_q006,0.0,COMPLETE,True,7.850626127335509e-07,0.0007837175742641456
False,120,0.0,True,3841,0.0,True,,0.01235206308544873,0.0,True,1.2602285325710314e-09,0,put,False,put_T200_s040_r001_q010,0.0,COMPLETE,True,3.779972520079301e-07,0.003864456506329899
False,120,0.0,True,3841,0.0,True,,0.0007636285611319778,0.0,True,3.192084770092853e-08,0,put,False,put_T200_s040_r005_q000,0.0,COMPLETE,True,9.163518185240537e-07,0.0003112174576148683
False,120,0.0,True,3841,0.0,True,,0.0009478420074401628,0.0,True,2.6849761705658687e-08,0,put,False,put_T200_s040_r005_q003,0.0,COMPLETE,True,1.1277818695492899e-06,0.0004050795313093322
False,120,0.0,True,3841,0.0,True,,0.0011587408200678258,0.0,True,1.8305621836587747e-08,0,put,False,put_T200_s040_r005_q006,0.0,COMPLETE,True,1.2117430938198655e-06,0.00048065787023969194
False,120,0.0,True,3841,0.0,True,,0.0013920877343507041,0.0,True,1.2015010958747855e-08,0,put,False,put_T200_s040_r005_q010,0.0,COMPLETE,True,1.3882134120850284e-06,0.0008004519116246102
False,120,0.0,True,3841,0.0,True,,0.002584254359688886,0.0,True,7.787564832601025e-09,0,put,False,put_T200_s060_r001_q000,0.0,COMPLETE,True,1.3319177662205042e-06,0.0008228055834121798
False,120,0.0,True,3841,0.0,True,,0.003544333338687284,0.0,True,1.6374121477841623e-09,0,put,False,put_T200_s060_r001_q003,0.0,COMPLETE,True,7.358445531951695e-07,0.0015944394513922645
False,120,0.0,True,3841,0.0,True,,0.003853033727940026,0.0,True,1.3801197778232095e-09,0,put,False,put_T200_s060_r001_q006,0.0,COMPLETE,True,6.033641835086105e-07,0.001990801566761927
False,120,0.0,True,3841,0.0,True,,0.0016011026526121888,0.0,True,3.2545897492167325e-08,0,put,False,put_T200_s060_r005_q000,0.0,COMPLETE,True,1.1787942900825788e-06,0.0005602503770310589
False,120,0.0,True,3841,0.0,True,,0.0017919811001805063,0.0,True,2.6814131574463078e-08,0,put,False,put_T200_s060_r005_q003,0.0,COMPLETE,True,1.2318571144389461e-06,0.0006462668406730619
False,120,0.0,True,3841,0.0,True,,0.0020166792423630246,0.0,True,1.956042891743089e-08,0,put,False,put_T200_s060_r005_q006,0.0,COMPLETE,True,1.2497685239532347e-06,0.0007947980722719547
False,120,0.0,True,3841,0.0,True,,0.0011165745607252461,0.0,True,5.295286975801585e-08,0,put,False,put_T200_s060_r010_q000,0.0,COMPLETE,True,1.0230790790513393e-06,0.0004423432424652746
False,120,0.0,True,3841,0.0,True,,0.0012417468864556341,0.0,True,4.8683559140382426e-08,0,put,False,put_T200_s060_r010_q003,0.0,COMPLETE,True,9.783362477157567e-07,0.00043553352741994663
False,120,0.0,True,3841,0.0,True,,0.001226478887544251,0.0,True,4.497702308172546e-08,0,put,False,put_T200_s060_r010_q006,0.0,COMPLETE,True,1.0616749940584246e-06,0.0005157423945277679
