regime_id,option_type,method,M,N,reference_N,evaluation_nodes,runtime_seconds,converged,max_obstacle_violation,value_max_error,delta_max_error,gamma_max_error,value_rmse,delta_rmse,gamma_rmse,boundary_found,reference_boundary_found,boundary_abs_error,delta_empirical_order,gamma_empirical_order
put_T100_s020_r005_q003,put,lobatto_iiic_penalty_quadratic,240,480,960,18,1.1177271670894697,False,0.0,8.902432271917782e-08,5.434386857183782e-07,2.450927560904148e-05,5.868826262507568e-08,2.7615559269264293e-07,8.710390386850115e-06,True,True,0.005043570006351694,1.6210387576449266,1.4945229113840712
call_T100_s020_r005_q006,call,cn_quadratic,240,60,960,20,0.014454124961048365,True,0.0,1.1605489093069465e-06,1.2605934203935298e-05,0.0001462627142401196,5.860397792506591e-07,9.391131484248282e-06,9.473574364321933e-05,True,True,1.1826625158750659e-05,nan,nan
call_T100_s020_r005_q006,call,cn_quadratic,240,120,960,20,0.026329583022743464,True,0.0,3.3003666105591023e-07,3.4072836152532204e-06,3.965292344476623e-05,1.6134112951383357e-07,2.4494735124455034e-06,2.4501509704549632e-05,True,True,5.476144402383198e-07,1.8874090932857361,1.8830629010472426
call_T100_s020_r005_q006,call,cn_quadratic,240,240,960,20,0.04918450000695884,True,0.0,7.988564365568607e-08,8.293602787867727e-07,8.973941383771944e-06,3.78393230704674e-08,6.301930191286925e-07,5.517496995500378e-06,True,True,2.5466287789654984e-07,2.038551181521959,2.143613568018339
call_T100_s020_r005_q006,call,cn_quadratic,240,480,960,20,0.09988933301065117,True,0.0,1.71280343519431e-08,1.8803006396339583e-07,2.336087723264768e-06,8.582519788494324e-09,1.3472257097506628e-07,1.413113251705659e-06,True,True,3.780011126330862e-08,2.1410356011531952,1.9416473102192695
call_T100_s020_r005_q006,call,rannacher_cn_quadratic,240,60,960,20,0.013802625006064773,True,0.0,1.24121283401335e-06,1.2217436800576742e-05,0.00014800868760600494,6.293542330493037e-07,8.98229432965912e-06,9.368503492926472e-05,True,True,1.1805852592416954e-05,nan,nan
call_T100_s020_r005_q006,call,rannacher_cn_quadratic,240,120,960,20,0.025205999962054193,True,0.0,3.3723479919700594e-07,3.3711097537914014e-06,3.980216985999263e-05,1.6525869570269143e-07,2.4126074576803596e-06,2.4408994117614706e-05,True,True,5.500789967971542e-07,1.8576461384388252,1.8947628714602476
call_T100_s020_r005_q006,call,rannacher_cn_quadratic,240,240,960,20,0.047827917034737766,True,0.0,8.162340348061292e-08,8.200791629109361e-07,8.951087602238061e-06,3.8557761619072684e-08,6.208288754692082e-07,5.4887056148251176e-06,True,True,2.552429974045367e-07,2.0393885120583586,2.152712190197766
call_T100_s020_r005_q006,call,rannacher_cn_quadratic,240,480,960,20,0.09486041706986725,True,0.0,1.7237160893079917e-08,1.874477048025014e-07,2.33805305116519e-06,8.637295155485024e-09,1.341528154241374e-07,1.4118289796927543e-06,True,True,3.783616198127504e-08,2.1292750202823143,1.9367553222939706
call_T100_s020_r005_q006,call,dirk_lstable_quadratic,240,60,960,20,0.023642416927032173,True,0.0,9.416408284224076e-07,5.934332875101589e-06,6.898744325800621e-05,5.214048114364726e-07,3.933281303908817e-06,4.207218447745919e-05,True,True,9.199082238176004e-07,nan,nan
call_T100_s020_r005_q006,call,dirk_lstable_quadratic,240,120,960,20,0.046696458011865616,True,0.0,2.605563339252992e-07,1.7747649195820614e-06,2.0706573555795416e-05,1.3464397714270617e-07,1.1506946674280503e-06,1.17213570631442e-05,True,True,4.855280644200377e-07,1.7414579124134117,1.7362449521263228
call_T100_s020_r005_q006,call,dirk_lstable_quadratic,240,240,960,20,0.09347083291504532,True,0.0,6.240848857141934e-08,4.291820282498193e-07,7.557083958609212e-06,2.9323327011511326e-08,3.0818606938847344e-07,2.903929404925191e-06,True,True,1.8292213033177518e-07,2.0479663714572527,1.4541872854546207
call_T100_s020_r005_q006,call,dirk_lstable_quadratic,240,480,960,20,0.1919611250050366,True,0.0,1.2438984481333293e-08,8.794384798171961e-08,1.2699861162701609e-06,6.552725694653731e-09,5.531449127222987e-08,6.628669546158121e-07,True,True,1.863388243705799e-08,2.2869351011919163,2.573016925843946
call_T100_s020_r005_q006,call,lobatto_iiic_penalty_quadratic,240,60,960,20,0.08843441598583013,True,0.0,4.304339023875059e-06,2.282548661625139e-05,0.0002509943846951135,2.439055928084155e-06,1.543011475320449e-05,0.00013980738209392295,True,True,6.940623427764692e-06,nan,nan
call_T100_s020_r005_q006,call,lobatto_iiic_penalty_quadratic,240,120,960,20,0.16010554204694927,True,0.0,1.1611996652283185e-06,6.429233990634664e-06,6.303733236667775e-05,6.535885621787102e-07,4.097105461391359e-06,3.989993376907989e-05,True,True,1.7247122481300892e-06,1.827926853944224,1.993376699443425
call_T100_s020_r005_q006,call,lobatto_iiic_penalty_quadratic,240,240,960,20,0.39622191700618714,False,0.0,3.1778769293833165e-07,1.6402827875960924e-06,1.587745827302811e-05,1.8412099063937978e-07,1.016471627882561e-06,1.0221551081909704e-05,True,True,5.3816882239488e-07,1.970702298865243,1.9892265050940887
call_T100_s020_r005_q006,call,lobatto_iiic_penalty_quadratic,240,480,960,20,1.3765849160263315,False,0.0,8.282832586470334e-08,4.4047487957055154e-07,4.208936124516782e-06,4.6767677896399244e-08,2.766199718416603e-07,2.710405857243341e-06,True,True,1.5449014356683222e-07,1.8968129101874853,1.915452458188531
call_T100_s020_r005_q000,call,cn_quadratic,240,60,960,20,0.011731417034752667,True,0.0,1.3017208660426327e-06,1.7225573085200008e-05,0.00022469073175179766,7.629120478042033e-07,1.1729521945548794e-05,0.00010563987273070224,False,False,nan,nan,nan
call_T100_s020_r005_q000,call,cn_quadratic,240,120,960,20,0.023472375003620982,True,0.0,3.2358362295203946e-07,4.282019182122454e-06,5.585109011518874e-05,1.8963599310190486e-07,2.9157035955397958e-06,2.6263469327988093e-05,False,False,nan,2.0081888177081955,2.0082832711750216
call_T100_s020_r005_q000,call,cn_quadratic,240,240,960,20,0.04832204198464751,True,0.0,7.90415870255412e-08,1.0459679256058507e-06,1.364246652535428e-05,4.632168106271049e-08,7.12213680000722e-07,6.415533462119036e-06,False,False,nan,2.0334526462532496,2.0334809360960238
call_T100_s020_r005_q000,call,cn_quadratic,240,480,960,20,0.0939911250025034,True,0.0,1.790559542302894e-08,2.3694497303106132e-07,3.0903937160431383e-06,1.0493397610602423e-08,1.613390040616966e-07,1.4533104635524741e-06,False,False,nan,2.142214653784092,2.1422419495155767
call_T100_s020_r005_q000,call,rannacher_cn_quadratic,240,60,960,20,0.011609707958996296,True,0.0,1.2935961873350443e-06,1.7153148786586137e-05,0.00022415598366842815,7.584152910825813e-07,1.1679882910234337e-05,0.00010535554341621393,False,False,nan,nan,nan
